code,title,reason,icd10_crosswalk,suggested_bucket
QA30.2Z,Contact with health services for unspecified assisted fertilisation methods,no_range,Z31.3,
QA30.Y,Other specified contact with health services for medically assisted reproduction,no_range,Z31,
QA30.Z,"Contact with health services for medically assisted reproduction, unspecified",no_range,Z31,
QA31,Contact with health services for genetic counselling,no_range,Z31.5,
QA32,Contact with health services for tuboplasty or vasoplasty after previous sterilisation,no_range,Z31.0,
QA33,Contact with health services for preconception counselling,no_range,Z31,
QA34,Contact with health services for fertility preservation counselling,no_range,Z31,
QA35,Contact with health services by gestational carrier,no_range,Z31,
QA3Y,Contact with health services for other specified procreative management,no_range,Z31.8,
QA3Z,"Contact with health services for procreative management, unspecified",no_range,Z31,
QA40,Pregnancy examination or test,no_range,Z32,
QA41,Pregnant state,no_range,Z33,
QA42,Supervision of normal pregnancy,no_range,Z34,
QA42.0,Supervision of normal first pregnancy,no_range,Z34.0,
QA42.Y,Supervision of other specified normal pregnancy,no_range,Z34.8,
QA42.Z,"Supervision of normal pregnancy, unspecified",no_range,Z34,
QA43,Supervision of high-risk pregnancy,no_range,Z35,
QA43.0,Supervision of pregnancy with history of infertility,no_range,Z35.0,
QA43.1,Supervision of pregnancy with history of abortive outcome,no_range,Z35.1,
QA43.2,Supervision of pregnancy with other poor reproductive or obstetric history,no_range,Z35.2,
QA43.3,Supervision of pregnancy with history of insufficient antenatal care,no_range,Z35.3,
QA43.30,Concealed pregnancy,no_range,Z35.3,
QA43.3Y,Other specified supervision of pregnancy with history of insufficient antenatal care,no_range,Z35.3,
QA43.3Z,"Supervision of pregnancy with history of insufficient antenatal care, unspecified",no_range,Z35.3,
QA43.4,Supervision of elderly primigravida,no_range,Z35.5,
QA43.5,Supervision of very young primigravida,no_range,Z35.6,
QA43.6,Supervision of high-risk pregnancy due to social problems,no_range,Z35.7,
QA43.Y,Other specified supervision of high-risk pregnancy,no_range,Z35.8,
QA43.Z,"Supervision of high-risk pregnancy, unspecified",no_range,Z35,
QA44,Expectant parent pre-birth visit,no_range,Z30-Z39,
QA45,Antenatal screening,no_range,Z36,
QA45.0,Antenatal screening for chromosomal anomalies,no_range,Z36.0,
QA45.1,Antenatal screening due to raised alphafetoprotein level,no_range,Z36.1,
QA45.Y,Other specified antenatal screening,no_range,Z36.8,
QA45.Z,"Antenatal screening, unspecified",no_range,Z36,
QA46,Outcome of delivery,no_range,Z37,
QA46.0,Single live birth,no_range,Z37.0,
QA46.1,Single stillbirth,no_range,Z37.1,
QA46.2,"Twins, both liveborn",no_range,Z37.2,
QA46.3,"Twins, one liveborn and one stillborn",no_range,Z37.3,
QA46.4,"Twins, both stillborn",no_range,Z37.4,
QA46.5,"Triplets, all liveborn",no_range,Z37,
QA46.6,"Triplets, some liveborn",no_range,Z37,
QA46.7,"Triplets, all stillborn",no_range,Z37,
QA46.8,"Quadruplets, all liveborn",no_range,Z37,
QA46.9,"Quadruplets, some liveborn",no_range,Z37,
QA46.A,"Quadruplets, all stillborn",no_range,Z37,
QA46.B,"Quintuplets, all liveborn",no_range,Z37,
QA46.C,"Quintuplets, some liveborn",no_range,Z37,
QA46.D,"Quintuplets, all stillborn",no_range,Z37,
QA46.E,"Sextuplets, all liveborn",no_range,Z37,
QA46.F,"Sextuplets, some liveborn",no_range,Z37,
QA46.G,"Sextuplets, all stillborn",no_range,Z37,
QA46.H,"Other multiple births, all liveborn",no_range,Z37.5,
QA46.J,"Other multiple births, some liveborn",no_range,Z37.6,
QA46.K,"Other multiple births, all stillborn",no_range,Z37.7,
QA46.Z,"Outcome of delivery, unspecified",no_range,Z37,
QA47,Liveborn infants according to place of birth,no_range,Z38,
QA47.0,"Singleton, born in hospital",no_range,Z38.0,
QA47.00,"Single liveborn infant, delivered vaginally",no_range,Z38.0,
QA47.01,"Single liveborn infant, delivered by caesarean",no_range,Z38.0,
QA47.0Y,"Other specified singleton, born in hospital",no_range,Z38.0,
QA47.0Z,"Singleton, born in hospital, unspecified",no_range,Z38.0,
QA47.1,"Singleton, born outside hospital",no_range,Z38.1,
QA47.2,"Singleton, unspecified as to place of birth",no_range,Z38.2,
QA47.3,"Twin, born in hospital",no_range,Z38.3,
QA47.30,"Twin liveborn infant, delivered vaginally",no_range,Z38.3,
QA47.31,"Twin liveborn infant, delivered by caesarean",no_range,Z38.3,
QA47.3Y,"Other specified twin, born in hospital",no_range,Z38.3,
QA47.3Z,"Twin, born in hospital, unspecified",no_range,Z38.3,
QA47.4,"Twin, born outside hospital",no_range,Z38.4,
QA47.5,"Twin, unspecified as to place of birth",no_range,Z38.5,
QA47.6,"Multiple other than twins, born in hospital",no_range,Z38.6,
QA47.60,"Multiple other than twins, delivered vaginally",no_range,Z38.6,
QA47.61,"Multiple other than twins, delivered by caesarean section",no_range,Z38.6,
QA47.6Y,"Other specified multiple other than twins, born in hospital",no_range,Z38.6,
QA47.6Z,"Multiple other than twins, born in hospital, unspecified",no_range,Z38.6,
QA47.7,"Multiple other than twins, born outside hospital",no_range,Z38.7,
QA47.8,"Other multiple, unspecified as to place of birth",no_range,Z38,
QA47.Z,"Liveborn infants according to place of birth, unspecified",no_range,Z38,
QA48,Postpartum care or examination,no_range,Z39,
QA48.0,Care or examination immediately after delivery,no_range,Z39.0,
QA48.1,Care or examination of lactating mother,no_range,Z39.1,
QA48.2,Routine postpartum follow-up,no_range,Z39.2,
QA48.Y,Other specified postpartum care or examination,no_range,Z39,
QA48.Z,"Postpartum care or examination, unspecified",no_range,Z39,
QA49,Problems related to unwanted pregnancy,no_range,Z64.0,
QA4A,Problems related to multiparity,no_range,Z64.1,
QA4B,Contact with health services for menopausal counselling,no_range,Z30-Z39,
QA4Y,Other specified contact with health services for reasons associated with reproduction,no_range,Z30-Z39,
QA4Z,"Contact with health services for reasons associated with reproduction, unspecified",no_range,Z30-Z39,
QA50,Embolisation without injury or harm,no_range,XXI,
QA51,Foreign body accidentally left in body without injury or harm,no_range,XXI,
QA52,Failure of sterile precautions without injury or harm,no_range,XXI,
QA53,Pressure as potential mode of injury without injury or harm,no_range,XXI,
QA5Y,"Other specified circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",no_range,XXI,
QA5Z,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm, unspecified",no_range,XXI,
QA60,Structural device failure without injury or harm,no_range,XXI,
QA61,Functional device failure without injury or harm,no_range,XXI,
QA62,"Dislodgement, misconnection or de-attachment of a surgical or medical device without injury or harm",no_range,XXI,
QA63,Obstruction of device without injury or harm,no_range,XXI,
QA64,Operator error without injury or harm,no_range,XXI,
QA65,Combination or interaction of operator error and device failure without injury or harm,no_range,XXI,
QA6Y,Other specified circumstances associated with a surgical or other medical device influencing the episode of care without injury or harm,no_range,XXI,
QA6Z,"Circumstances associated with a surgical or other medical device influencing the episode of care without injury or harm, unspecified",no_range,XXI,
QA70,Overdose of substance without injury or harm,no_range,XXI,
QA71,Underdosing without injury or harm,no_range,XXI,
QA72,Incorrect substance without injury or harm,no_range,XXI,
QA73,Incorrect route of administration without injury or harm,no_range,XXI,
QA75,Incorrect duration of administration or course of therapy without injury or harm,no_range,XXI,
QA76,Medication or substance that is known to be an allergen without injury or harm,no_range,XXI,
QA77,Medication or substance that is known to be contraindicated for the patient without injury or harm,no_range,XXI,
QA78,Expired or deteriorated medication or substance without injury or harm,no_range,XXI,
QA79,Drug or substance interactions without injury or harm,no_range,XXI,
QA7A,Inappropriate stoppage or discontinuation of drug without injury or harm,no_range,XXI,
QA7Y,"Other specified circumstances associated with exposure to a drug, medicament or biological substance influencing the episode of care without injury or harm",no_range,XXI,
QA7Z,"Circumstances associated with exposure to a drug, medicament or biological substance influencing the episode of care without injury or harm, unspecified",no_range,XXI,
QA80,Non-administration of necessary drug without injury or harm,no_range,XXI,
QA81,Non-provision of necessary procedure without injury or harm,no_range,XXI,
QA82,Problem associated with physical transfer of patient without injury or harm,no_range,XXI,
QA83,Mismatched blood used in transfusion without injury or harm,no_range,XXI,
QA84,Other problem with transfusion without injury or harm,no_range,XXI,
QA85,Problem with physical restraints without injury or harm,no_range,XXI,
QA86,Problem with isolation protocol without injury or harm,no_range,XXI,
QA87,Problem with clinical documentation without injury or harm,no_range,XXI,
QA88,Problem with clinical software without injury or harm,no_range,XXI,
QA89,Incorrect diagnosis without injury or harm,no_range,XXI,
QA8A,Delayed diagnosis without injury or harm,no_range,XXI,
QA8B,Delayed treatment without injury or harm,no_range,XXI,
QA8C,"Problem with transitions of care, hand offs, or handovers without injury or harm",no_range,XXI,
QA8D,Patient received diagnostic test or treatment intended for another patient without injury or harm,no_range,XXI,
QA8E,Fall in health care without injury or harm,no_range,XXI,
QA8F,Needle stick without injury or harm,no_range,XXI,
QA8Y,Other specified circumstances associated with other aspects of care influencing the episode of care without injury or harm,no_range,XXI,
QA8Z,"Circumstances associated with other aspects of care influencing the episode of care without injury or harm, unspecified",no_range,XXI,
QB0Y,Other specified health care related circumstances influencing the episode of care without injury or harm,no_range,XXI,
QB0Z,"Health care related circumstances influencing the episode of care without injury or harm, unspecified",no_range,XXI,
QB10,Medical services not available in home,no_range,Z75.0,
QB11,Person awaiting admission to adequate facility elsewhere,no_range,Z75.1,
QB12,Waiting period for investigation or treatment other than awaiting admission to adequate facility elsewhere,no_range,Z75.2,
QB12.0,Organ transplant candidate,no_range,Z75.2,
QB12.Y,Other specified waiting period for investigation or treatment other than awaiting admission to adequate facility elsewhere,no_range,Z75.2,
QB12.Z,"Waiting period for investigation or treatment other than awaiting admission to adequate facility elsewhere, unspecified",no_range,Z75.2,
QB13,Unavailability or inaccessibility of helping agencies other than health care facilities,no_range,Z75.4,
QB14,Unavailability or inaccessibility of health care facilities,no_range,Z75.3,
QB15,Medical services not available in current medical facility,no_range,Z75,
QB16,Respite care,no_range,Z75.5,
QB1Y,Other specified factors related to medical facilities or other health care,no_range,Z75.8,
QB1Z,"Factors related to medical facilities or other health care, unspecified",no_range,Z75,
QB20,Blood donor,no_range,Z52.0,
QB21,Bone marrow donor,no_range,Z52.3,
QB22,Kidney donor,no_range,Z52.4,
QB23,Cornea donor,no_range,Z52.5,
QB24,Liver donor,no_range,Z52.6,
QB25,Heart donor,no_range,Z52.7,
QB2Y,Donors of other specified organs or tissues,no_range,Z52.8,
QB2Z,"Donors of organs or tissues, unspecified",no_range,Z52,
QB30,Adjustment or management of implanted devices,no_range,Z45,
QB30.0,Adjustment or management of implanted hearing device,no_range,Z45.3,
QB30.00,Adjustment or management of bone conduction device,no_range,Z45.3,
QB30.01,Adjustment or management of cochlear device,no_range,Z45.3,
QB30.0Y,Adjustment or management of other implanted hearing device,no_range,Z45.3,
QB30.0Z,"Adjustment or management of implanted hearing device, unspecified",no_range,Z45.3,
QB30.1,Adjustment or management of infusion pump,no_range,Z45.1,
QB30.2,Adjustment or management of cardiac devices,no_range,Z45.0,
QB30.20,Adjustment or management of cardiac pacemaker,no_range,Z45.0,
QB30.21,Adjustment or management of cardiac resynchronization therapy defibrillator,no_range,Z45.0,
QB30.22,Adjustment or management of cardiac resynchronization therapy pacemaker,no_range,Z45.0,
QB30.23,Adjustment or management of cardioverter-defibrillator,no_range,Z45.0,
QB30.2Y,Other specified adjustment or management of cardiac devices,no_range,Z45.0,
QB30.2Z,"Adjustment or management of cardiac devices, unspecified",no_range,Z45.0,
QB30.3,Adjustment or management of vascular access device,no_range,Z45.2,
QB30.4,Adjustment or management of implanted gastric device,no_range,Z45,
QB30.5,Fitting or adjustment of urinary device,no_range,Z46.6,
QB30.6,Adjustment or management of breast implant,no_range,Z45,
QB30.7,Adjustment or removal of myringotomy stent or tube,no_range,Z45,
QB30.8,Adjustment and management of a neurostimulator,no_range,Z46.2,
QB30.9,Fitting or adjustment of cerebrospinal fluid drainage device,no_range,Z46.2,
QB30.A,Fitting or adjustment of neuropacemaker,no_range,Z46.2,
QB30.Y,"Fitting, adjustment or management of other specified implanted devices",no_range,Z45.8,
QB30.Z,"Adjustment or management of implanted devices, unspecified",no_range,Z45,
QB31,"Fitting, adjustment or management of external devices",no_range,Z46,
QB31.0,Fitting or adjustment of external prosthetic device,no_range,Z44,
QB31.00,Fitting or adjustment of artificial arm,no_range,Z44.0,
QB31.01,Fitting or adjustment of artificial leg,no_range,Z44.1,
QB31.02,Fitting or adjustment of artificial eye,no_range,Z44.2,
QB31.03,Fitting or adjustment of external breast prosthesis,no_range,Z44.3,
QB31.0Y,Other specified fitting or adjustment of external prosthetic device,no_range,Z44.8,
QB31.0Z,"Fitting or adjustment of external prosthetic device, unspecified",no_range,Z44,
QB31.1,Fitting or adjustment of orthopaedic device,no_range,Z46.7,
QB31.2,Fitting or adjustment of orthodontic device,no_range,Z46.4,
QB31.3,Fitting or adjustment of dental prosthetic device,no_range,Z46.3,
QB31.4,Fitting or adjustment of hearing aid,no_range,Z46.1,
QB31.5,Fitting or adjustment of spectacles or contact lenses,no_range,Z46.0,
QB31.Y,"Fitting, adjustment or management of other specified external devices",no_range,Z46,
QB31.Z,"Fitting, adjustment or management of external devices, unspecified",no_range,Z46,
QB3Z,"Fitting, adjustment or management of devices, unspecified",no_range,Z46,
QB40,Dependence on aspirator,no_range,Z99.0,
QB41,Dependence on respirator,no_range,Z99.1,
QB42,Dependence on renal dialysis,no_range,Z99.2,
QB43,Dependence on artificial heart,no_range,Z99,
QB44,Dependence on wheelchair,no_range,Z99.3,
QB4Y,Dependence on other specified machine or device,no_range,Z99.8,
QB4Z,Dependence on unspecified machine or device,no_range,Z99,
QB50,Presence of cardiac or vascular implants or grafts,no_range,Z95,
QB50.0,Presence of electronic cardiac devices,no_range,Z95.0,
QB50.00,Presence of cardiac pacemaker,no_range,Z95.0,
QB50.01,Presence of cardiac resynchronization therapy defibrillator,no_range,Z95.0,
QB50.02,Presence of cardiac resynchronization therapy pacemaker,no_range,Z95.0,
QB50.03,Presence of cardioverter-defibrillator,no_range,Z95.0,
QB50.0Y,Other specified presence of electronic cardiac devices,no_range,Z95.0,
QB50.0Z,"Presence of electronic cardiac devices, unspecified",no_range,Z95.0,
QB50.1,Presence of coronary artery bypass graft,no_range,Z95.1,
QB50.2,Presence of prosthetic heart valve,no_range,Z95.2,
QB50.21,Presence of mechanical heart valve,no_range,Z95.2,
QB50.24,Presence of bioprosthetic heart valve,no_range,Z95.3,
QB50.2Y,"Presence of prosthetic heart valve, other specified type",no_range,Z95.2,
QB50.2Z,"Presence of prosthetic heart valve, unspecified",no_range,Z95.2,
QB50.4,Presence of coronary angioplasty implant or graft,no_range,Z95.5,
QB50.Y,Presence of other specified cardiac or vascular implants or grafts,no_range,Z95.8,
QB50.Z,Presence of unspecified cardiac or vascular implants or grafts,no_range,Z95,
QB51,Presence of devices other than cardiac or vascular implants,no_range,Z96,
QB51.0,Presence of a neurostimulator,no_range,Z96,
QB51.1,Presence of urogenital implants,no_range,Z96.0,
QB51.2,Presence of intraocular lens,no_range,Z96.1,
QB51.3,Presence of otological or audiological implants,no_range,Z96.2,
QB51.4,Presence of artificial larynx,no_range,Z96.3,
QB51.5,Presence of endocrine implants,no_range,Z96.4,
QB51.6,Presence of tooth-root or mandibular implants,no_range,Z96.5,
QB51.7,Presence of orthopaedic joint implants,no_range,Z96.6,
QB51.8,Presence of artificial eye,no_range,Z97.0,
QB51.9,Presence of artificial limb,no_range,Z97.1,
QB51.A,Presence of dental prosthetic device,no_range,Z97.2,
QB51.B,Presence of external hearing-aid,no_range,Z97.4,
QB51.C,Presence of contraceptive device,no_range,Z97.5,
QB51.D,Presence of cerebrospinal fluid drainage device,no_range,Z98.2,
QB51.Y,Presence of other specified devices other than cardiac or vascular implants,no_range,Z96.8,
QB5Z,Presence of unspecified device,no_range,XXI,
QB60,Presence of arthrodesis,no_range,Z98.1,
QB61,Presence of artificial opening,no_range,Z93,
QB61.0,Presence of tracheostomy,no_range,Z93.0,
QB61.1,Presence of thoracostomy,no_range,Z93,
QB61.2,Presence of gastrostomy,no_range,Z93.1,
QB61.3,Presence of enterostomy,no_range,Z93,
QB61.30,Presence of ileostomy,no_range,Z93.2,
QB61.3Y,Other specified presence of enterostomy,no_range,Z93,
QB61.3Z,"Presence of enterostomy, unspecified",no_range,Z93,
QB61.4,Presence of colostomy,no_range,Z93.3,
QB61.5,Presence of cystostomy,no_range,Z93.5,
QB61.6,Presence of nephrostomy,no_range,Z93.6,
QB61.7,Presence of ureterostomy,no_range,Z93.6,
QB61.8,Presence of urethrostomy,no_range,Z93.6,
QB61.Y,Presence of other artificial opening,no_range,Z93.8,
QB61.Z,"Presence of artificial opening, unspecified",no_range,Z93,
QB62,Attention to artificial openings,no_range,Z43,
QB62.0,Attention to tracheostomy,no_range,Z43.0,
QB62.1,Attention to gastrostomy,no_range,Z43.1,
QB62.2,Attention to ileostomy,no_range,Z43.2,
QB62.3,Attention to colostomy,no_range,Z43.3,
QB62.4,Attention to cystostomy,no_range,Z43.5,
QB62.5,Attention to artificial vagina,no_range,Z43.7,
QB62.6,Attention to nephrostomy,no_range,Z43.6,
QB62.7,Attention to ureterostomy,no_range,Z43.6,
QB62.8,Attention to urethrostomy,no_range,Z43.6,
QB62.Y,Attention to other artificial openings,no_range,Z43.8,
QB62.Z,"Attention to artificial openings, unspecified",no_range,Z43,
QB63,Presence of transplanted organ or tissue,no_range,Z94,
QB63.0,Presence of transplanted kidney,no_range,Z94.0,
QB63.1,Presence of transplanted heart,no_range,Z94.1,
QB63.2,Presence of transplanted lung,no_range,Z94.2,
QB63.3,Presence of transplanted liver,no_range,Z94.4,
QB63.4,Presence of transplanted skin,no_range,Z94.5,
QB63.5,Presence of transplanted bone,no_range,Z94.6,
QB63.6,Presence of transplanted bone marrow,no_range,Z94,
QB63.7,Presence of transfused blood,no_range,Z94,
QB63.8,Presence of transplanted stem cell,no_range,Z94,
QB63.9,Presence of transplanted cornea,no_range,Z94.7,
QB63.Y,Presence of other transplanted organ or tissue,no_range,Z94.8,
QB63.Z,"Presence of transplanted organ or tissue, unspecified",no_range,Z94,
QB6Y,Other specified surgical or postsurgical states,no_range,Z98.8,
QB6Z,"Surgical or postsurgical states, unspecified",no_range,Z98,
QB70,Convalescence following chemotherapy,no_range,Z54.2,
QB71,Convalescence following psychotherapy,no_range,Z54.3,
QB72,Convalescence following treatment of fracture,no_range,Z54.4,
QB73,Convalescence following combined treatment,no_range,Z54.7,
QB7Y,Other specified convalescence,no_range,Z54.8,
QB7Z,"Convalescence, unspecified",no_range,Z54,
QB80,Contact with health services for prophylactic surgery,no_range,Z40,
QB80.0,Contact with health services for prophylactic surgery for risk-factors related to malignant neoplasms,no_range,Z40.0,
QB80.Y,Other specified contact with health services for prophylactic surgery,no_range,Z40.8,
QB80.Z,"Contact with health services for prophylactic surgery, unspecified",no_range,Z40,
QB81,Contact with health services for plastic surgery for unacceptable cosmetic appearance other than hair transplant,no_range,Z40-Z54,
QB82,Contact with health services for routine or ritual circumcision,no_range,Z41.2,
QB83,Follow-up care involving plastic surgery,no_range,Z42,
QB84,Follow-up care involving removal of fracture plate or other internal fixation device,no_range,Z47.0,
QB85,"Attention to surgical dressings, drains or sutures",no_range,Z48.0,
QB86,Contact with health services for hair transplant,no_range,Z41.0,
QB8Y,Contact with health services for other specified surgical interventions,no_range,Z40-Z54,
QB8Z,"Contact with health services for specific surgical interventions, unspecified",no_range,Z40-Z54,
QB90,Contact with health services for ear piercing,no_range,Z41.3,
QB91,Contact with health services for piercing of body site other than ear,no_range,XXI,
QB92,Contact with health services for issue of repeat prescription,no_range,Z76.0,
QB93,Contact with health services for orthodontic care,no_range,Z51.8,
QB94,Care involving dialysis,no_range,Z49,
QB94.0,Preparatory care for dialysis,no_range,Z49.0,
QB94.1,Care involving extracorporeal dialysis,no_range,Z49.1,
QB94.2,Care involving peritoneal dialysis,no_range,Z49.2,
QB94.Y,Care involving other specified dialysis,no_range,Z49,
QB94.Z,"Care involving dialysis, unspecified",no_range,Z49,
QB95,Care involving use of rehabilitation procedures,no_range,Z50,
QB95.0,Contact with health services for care involving use of cardiac rehabilitation,no_range,Z50.0,
QB95.1,Contact with health services for care involving use of physical rehabilitation,no_range,Z50.1,
QB95.2,Contact with health services for care involving use of alcohol rehabilitation,no_range,Z50.2,
QB95.3,Contact with health services for care involving use of drug rehabilitation,no_range,Z50.3,
QB95.4,Contact with health services for care involving use of psychotherapy,no_range,Z50.4,
QB95.5,Contact with health services for care involving use of speech therapy,no_range,Z50.5,
QB95.6,Contact with health services for care involving use of orthoptic training,no_range,Z50.6,
QB95.7,Contact with health services for care involving use of occupational therapy or vocational rehabilitation,no_range,Z50.7,
QB95.8,Contact with health services for care involving use of tobacco rehabilitation,no_range,Z50,
QB95.Y,Care involving use of other specified rehabilitation procedures,no_range,Z50.8,
QB95.Z,"Care involving use of rehabilitation procedures, unspecified",no_range,Z50,
QB96,Contact with health services for radiotherapy session,no_range,Z51.0,
QB97,Contact with health services for chemotherapy session for neoplasm,no_range,Z51.1,
QB98,Blood transfusion without reported diagnosis,no_range,Z51.3,
QB99,Apheresis,no_range,Z51.8,
QB9A,Preparatory care for subsequent treatment,no_range,Z51.4,
QB9B,Palliative care,no_range,Z51.5,
QB9C,Allergen immunotherapy,no_range,Z51.6,
QB9Y,Other specified contact with health services for nonsurgical interventions not involving devices,no_range,XXI,
QB9Z,"Contact with health services for nonsurgical interventions not involving devices, unspecified",no_range,XXI,
QC00,Need for immunization against single bacterial diseases,no_range,Z23,
QC00.0,Need for immunization against cholera alone,no_range,Z23.0,
QC00.1,Need for immunization against typhoid-paratyphoid alone,no_range,Z23.1,
QC00.2,Need for immunization against tuberculosis,no_range,Z23.2,
QC00.3,Need for immunization against plague,no_range,Z23.3,
QC00.4,Need for immunization against tularaemia,no_range,Z23.4,
QC00.5,Need for immunization against tetanus alone,no_range,Z23.5,
QC00.6,Need for immunization against diphtheria alone,no_range,Z23.6,
QC00.7,Need for immunization against pertussis alone,no_range,Z23.7,
QC00.Y,Other specified need for immunization against single bacterial diseases,no_range,Z23.8,
QC00.Z,"Need for immunization against single bacterial diseases, unspecified",no_range,Z23,
QC01,Need for immunization against certain single viral diseases,no_range,Z24,
QC01.0,Need for immunization against poliomyelitis,no_range,Z24.0,
QC01.1,Need for immunization against arthropod-borne viral encephalitis,no_range,Z24.1,
QC01.2,Need for immunization against rabies,no_range,Z24.2,
QC01.3,Need for immunization against yellow fever,no_range,Z24.3,
QC01.4,Need for immunization against measles alone,no_range,Z24.4,
QC01.5,Need for immunization against rubella alone,no_range,Z24.5,
QC01.6,Need for immunization against viral hepatitis,no_range,Z24.6,
QC01.7,Need for immunization against mumps alone,no_range,Z25.0,
QC01.8,Need for immunization against influenza,no_range,Z25.1,
QC01.9,Need for immunization against COVID-19,no_range,U11,
QC01.Y,Other specified need for immunization against certain single viral diseases,no_range,Z24,
QC01.Z,"Need for immunization against certain single viral diseases, unspecified",no_range,Z24,
QC02,Need for immunization against certain specified single infectious diseases,no_range,Z26,
QC02.0,Need for immunization against leishmaniasis,no_range,Z26.0,
QC02.Y,Other specified need for immunization against certain specified single infectious diseases,no_range,Z26.8,
QC02.Z,"Need for immunization against certain specified single infectious diseases, unspecified",no_range,Z26,
QC03,Need for immunization against combinations of infectious diseases,no_range,Z27,
QC03.0,Need for immunization against cholera with typhoid-paratyphoid,no_range,Z27.0,
QC03.1,"Need for immunization against diphtheria-tetanus-pertussis, combined",no_range,Z27.1,
QC03.2,Need for immunization against diphtheria-tetanus-pertussis with typhoid-paratyphoid,no_range,Z27.2,
QC03.3,Need for immunization against diphtheria-tetanus-pertussis with poliomyelitis,no_range,Z27.3,
QC03.4,Need for immunization against measles-mumps-rubella,no_range,Z27.4,
QC03.Y,Other specified need for immunization against combinations of infectious diseases,no_range,Z27.8,
QC03.Z,"Need for immunization against combinations of infectious diseases, unspecified",no_range,Z27,
QC04,Immunization not carried out,no_range,Z28,
QC04.0,Immunization not carried out due to patient having had the disease,no_range,Z28,
QC04.1,Immunization not carried out because of acute illness,no_range,Z28,
QC04.2,Immunization not carried out because of chronic illness or condition of patient,no_range,Z28,
QC04.3,Immunization not carried out because of immune-compromised state of patient,no_range,Z28,
QC04.4,Immunization not carried out because of patient allergy to vaccine or component,no_range,Z28,
QC04.5,Immunization not carried out because of patient refusal,no_range,Z28,
QC04.6,Immunization not carried out because of caregiver refusal,no_range,Z28,
QC04.7,Immunization not carried out due to lack of availability,no_range,Z28,
QC04.Y,Immunization not carried out for other reasons,no_range,Z28.8,
QC04.Z,Immunization not carried out for unspecified reason,no_range,Z28,
QC05,Need for certain specified other prophylactic measures,no_range,Z29,
QC05.0,Isolation,no_range,Z29.0,
QC05.1,Prophylactic immunotherapy,no_range,Z29.1,
QC05.Y,Other specified prophylactic measures,no_range,Z29.8,
QC05.Z,"Prophylactic measures, unspecified",no_range,Z29,
QC06,Underimmunization status,no_range,Z20-Z29,
QC0Y,Other specified contact with health services for immunizations or certain other prophylactic measures,no_range,Z20-Z29,
QC0Z,"Contact with health services for immunizations or certain other prophylactic measures, unspecified",no_range,Z20-Z29,
QC10,Procedure not carried out because of contraindication,no_range,Z53.0,
QC11,Procedure not carried out because of patient's decision for reasons of belief or group pressure,no_range,Z53.1,
QC12,Procedure not carried out because of patient's decision for reasons other than belief or group pressure,no_range,Z53.2,
QC1Y,Intervention not carried out for other reasons,no_range,Z53.8,
QC1Z,"Intervention not carried out, unspecified reason",no_range,Z53,
QC20,Person consulting on behalf of another person,no_range,Z71.0,
QC20.0,Partner illness problem,no_range,Z76.8,
QC20.1,Illness problem with child,no_range,Z76.8,
QC20.Y,Other specified person consulting on behalf of another person,no_range,Z71.0,
QC20.Z,"Person consulting on behalf of another person, unspecified",no_range,Z71.0,
QC21,Healthy person accompanying sick person,no_range,Z76.3,
QC22,Health supervision or care of abandoned infant,no_range,Z76.1,
QC2Y,Other specified contact with health services for the health of others,no_range,Z70-Z76,
QC2Z,"Contact with health services for the health of others, unspecified",no_range,Z70-Z76,
QC30,Malingering,no_range,Z76.5,
QC40,Personal history of malignant neoplasm,no_range,Z85,
QC40.0,Personal history of malignant neoplasm of digestive organs,no_range,Z85.0,
QC40.1,"Personal history of malignant neoplasm of trachea, bronchus or lung",no_range,Z85.1,
QC40.2,"Personal history of malignant neoplasm of respiratory or intrathoracic organs other than the digestive organs, trachea, bronchus or lung",no_range,Z85.2,
QC40.3,Personal history of malignant neoplasm of breast,no_range,Z85.3,
QC40.4,Personal history of malignant neoplasm of genital organs,no_range,Z85.4,
QC40.5,Personal history of malignant neoplasm of urinary tract,no_range,Z85.5,
QC40.6,Personal history of leukaemia,no_range,Z85.6,
QC40.7,"Personal history of other malignant neoplasms of lymphoid, haematopoietic or related tissues",no_range,Z85.7,
QC40.Y,Personal history of malignant neoplasm of other specified site,no_range,Z85.8,
QC40.Z,Personal history of malignant neoplasm of unspecified site,no_range,Z85,
QC41,Personal history of non-malignant neoplasms,no_range,Z86.0,
QC42,Personal history of infectious or parasitic diseases,no_range,Z86.1,
QC42.0,Personal history of COVID-19,no_range,U08.9,
QC42.Y,Other specified personal history of infectious or parasitic diseases,no_range,Z86.1,
QC42.Z,"Personal history of infectious or parasitic diseases, unspecified",no_range,Z86.1,
QC43,Personal history of diseases of the blood or blood-forming organs,no_range,Z86.2,
QC44,Personal history of diseases of the immune system,no_range,Z80-Z99,
QC44.0,Personal history of anaphylaxis,no_range,Z80-Z99,
QC44.1,Personal history of food-induced allergy or hypersensitivity,no_range,Z80-Z99,
QC44.2,"Personal history of allergy to drugs, medicaments or biological substances",no_range,Z88,
QC44.3,"Personal history of allergy, other than to drugs or biological substances",no_range,Z91.0,
QC44.Y,Other specified personal history of diseases of the immune system,no_range,Z80-Z99,
QC44.Z,"Personal history of diseases of the immune system, unspecified",no_range,Z80-Z99,
