code,title,reason,icd10_crosswalk,suggested_bucket
QC45,"Personal history of endocrine, nutritional or metabolic diseases",no_range,Z86.3,
QC46,Personal history of mental or behavioural disorder,no_range,Z86.5,
QC47,Personal history of diseases of the nervous system or sense organs,no_range,Z86.6,
QC48,Personal history of medical treatment,no_range,Z92,
QC48.0,Personal history of long-term use of anticoagulants,no_range,Z92.1,
QC48.Y,Other specified personal history of medical treatment,no_range,Z92.8,
QC48.Z,"Personal history of medical treatment, unspecified",no_range,Z92,
QC49,Personal history of noncompliance with medical treatment or regimen,no_range,Z91.1,
QC4A,Personal history of poor personal hygiene,no_range,Z91.2,
QC4B,Personal history of self-harm,no_range,Z91.5,
QC4Y,Personal history of other specified health problems,no_range,Z80-Z99,
QC4Z,"Personal history of health problems, unspecified",no_range,Z80-Z99,
QC50,"Late effect of prior health problem, not elsewhere classified",no_range,Z80-Z99,
QC60,Family history of infectious diseases,no_range,Z84,
QC61,Family history of malignant neoplasm,no_range,Z80,
QC61.0,Family history of malignant neoplasm of digestive organs,no_range,Z80.0,
QC61.1,"Family history of malignant neoplasm of trachea, bronchus or lung",no_range,Z80.1,
QC61.2,"Family history of malignant neoplasm of respiratory or intrathoracic organs other than digestive organs, trachea, bronchus or lung",no_range,Z80.2,
QC61.3,Family history of malignant neoplasm of breast,no_range,Z80.3,
QC61.4,Family history of malignant neoplasm of genital organs,no_range,Z80.4,
QC61.5,Family history of malignant neoplasm of urinary tract,no_range,Z80.5,
QC61.6,Family history of leukaemia,no_range,Z80.6,
QC61.7,"Family history of malignant neoplasms of lymphoid, haematopoietic or related tissues",no_range,Z80.7,
QC61.Y,Other specified family history of malignant neoplasm,no_range,Z80.8,
QC61.Z,"Family history of malignant neoplasm, unspecified",no_range,Z80,
QC62,Family history of diseases of the blood or blood-forming organs,no_range,Z83.2,
QC63,Family history of disorders involving the immune mechanism,no_range,Z84,
QC64,"Family history of endocrine, nutritional or metabolic diseases",no_range,Z83.4,
QC64.0,Family history of diabetes mellitus,no_range,Z83.3,
QC64.Y,"Other specified family history of endocrine, nutritional or metabolic diseases",no_range,Z83.4,
QC64.Z,"Family history of endocrine, nutritional or metabolic diseases, unspecified",no_range,Z83.4,
QC65,Family history of mental or behavioural disorder,no_range,Z81,
QC66,Family history of eye or ear disorders,no_range,Z83.5,
QC67,Family history of ischaemic heart disease or other diseases of the circulatory system,no_range,Z82.4,
QC68,Family history of consanguinity,no_range,Z84.3,
QC69,Family history of stroke,no_range,Z82.3,
QC6Y,Family history of other specified health problems,no_range,Z84.8,
QC6Z,"Family history of health problems, unspecified",no_range,Z84,
QC8Y,Other specified personal or family history or late effect of prior health problems,no_range,Z80-Z99,
QC8Z,"Personal or family history or late effect of prior health problems, unspecified",no_range,Z80-Z99,
QC90,Contact with or exposure to communicable diseases,no_range,Z20,
QC90.0,Contact with or exposure to intestinal infectious diseases,no_range,Z20.0,
QC90.00,Exposure to cholera,no_range,Z20.0,
QC90.0Y,Other specified contact with or exposure to intestinal infectious diseases,no_range,Z20.0,
QC90.0Z,"Contact with or exposure to intestinal infectious diseases, unspecified",no_range,Z20.0,
QC90.1,Contact with or exposure to tuberculosis,no_range,Z20.1,
QC90.2,Contact with or exposure to infections with a predominantly sexual mode of transmission,no_range,Z20.2,
QC90.3,Contact with or exposure to rabies,no_range,Z20.3,
QC90.4,Contact with or exposure to rubella,no_range,Z20.4,
QC90.5,Contact with or exposure to viral hepatitis,no_range,Z20.5,
QC90.6,Contact with or exposure to human immunodeficiency virus,no_range,Z20.6,
QC90.7,"Contact with or exposure to pediculosis, acariasis or other infestations",no_range,Z20.7,
QC90.Y,Contact with or exposure to other specified communicable diseases,no_range,Z20.8,
QC90.Z,"Contact with or exposure to communicable diseases, unspecified",no_range,Z20,
QD00,Carrier of salmonella typhi,no_range,Z22.0,
QD01,Carrier of intestinal infectious agents,no_range,Z22.1,
QD01.0,Asymptomatic enteric carriage of Entamoeba,no_range,Z22.1,
QD01.Y,Other specified carrier of intestinal infectious agents,no_range,Z22.1,
QD01.Z,"Carrier of intestinal infectious agents, unspecified",no_range,Z22.1,
QD02,Carrier of corynebacterium diphtheriae,no_range,Z22.2,
QD03,Carrier of infectious agents with a predominantly sexual mode of transmission,no_range,Z22.4,
QD04,Asymptomatic colonization of the skin by virulent or therapy resistant bacteria,no_range,Z22,
QD0Y,Carrier of other specified infectious disease agent,no_range,Z22.8,
QD0Z,"Carrier of infectious disease agent, unspecified",no_range,Z22,
QD2Y,Other specified health status associated with infectious or certain specified conditions,no_range,XXI,
QD2Z,Unspecified health status associated with infectious or certain specified conditions,no_range,XXI,
QD30,Concern about breast appearance,no_range,Z76.8,
QD31,Contact with health services for concerns about body image related to pregnancy,no_range,Z76.8,
QD3Y,Other specified concern about body appearance,no_range,Z76.8,
QD3Z,"Concern about body appearance, unspecified",no_range,Z76.8,
QD50,Poverty,no_range,Z59.5,
QD51,Low income,no_range,Z59.6,
QD5Y,Other specified problems associated with finances,no_range,Z59.8,
QD5Z,"Problems associated with finances, unspecified",no_range,Z59,
QD60,Problems associated with inadequate drinking-water,no_range,Z58.6,
QD61,Inadequate food,no_range,Z59.4,
QD6Z,"Problems associated with drinking water or nutrition, unspecified",no_range,XXI,
QD70,Problems associated with the natural environment or human-made changes to the environment,no_range,Z58,
QD70.0,Problems associated with exposure to noise,no_range,Z58.0,
QD70.1,Problems associated with exposure to air pollution,no_range,Z58.1,
QD70.2,Problems associated with exposure to water pollution,no_range,Z58.2,
QD70.3,Problems associated with exposure to soil pollution,no_range,Z58.3,
QD70.4,Problems associated with exposure to radiation,no_range,Z58.4,
QD70.5,Problems associated with exposure to tobacco smoke,no_range,Z58.7,
QD70.6,Problems associated with inadequate access to electricity,no_range,Z58,
QD70.Z,"Problems associated with the natural environment or human-made changes to the environment, unspecified",no_range,Z58,
QD71,Problems associated with housing,no_range,Z59,
QD71.0,Homelessness,no_range,Z59.0,
QD71.1,Inadequate housing,no_range,Z59.1,
QD71.2,Problems related to living in residential institution,no_range,Z59.3,
QD71.Z,"Problems associated with housing, unspecified",no_range,Z59,
QD7Y,Other specified problems associated with the environment,no_range,XXI,
QD7Z,"Problems associated with the environment, unspecified",no_range,XXI,
QD80,Problem associated with unemployment,no_range,Z56.0,
QD81,Problem associated with change of job,no_range,Z56.1,
QD82,Problem associated with threat of job loss,no_range,Z56.2,
QD83,Problem with employment conditions,no_range,Z56,
QD83.0,Problem associated with uncongenial work,no_range,Z56.5,
QD83.1,Problem associated with stressful work schedule,no_range,Z56.3,
QD83.Y,Other specified problem with employment conditions,no_range,Z56,
QD83.Z,"Problem with employment conditions, unspecified",no_range,Z56,
QD84,Occupational exposure to risk-factors,no_range,Z57,
QD84.0,Occupational exposure to dust,no_range,Z57.2,
QD84.1,Occupational exposure to toxic agents in agriculture,no_range,Z57.4,
QD84.2,Occupational exposure to toxic agents in industries other than agriculture,no_range,Z57.5,
QD84.3,Occupational exposure to vibration,no_range,Z57.7,
QD84.4,Occupational exposure to ergonomic risk,no_range,Z57,
QD84.Y,Other specified occupational exposure to risk-factors,no_range,Z57.8,
QD84.Z,"Occupational exposure to risk-factors, unspecified",no_range,Z57,
QD85,Burnout,no_range,Z73.0,
QD8Y,Other specified problems associated with employment or unemployment,no_range,Z56,
QD8Z,"Problems associated with employment or unemployment, unspecified",no_range,Z56,
QD90,Problem associated with illiteracy or low-level literacy,no_range,Z55.0,
QD91,Problem associated with education unavailable or unattainable,no_range,Z55.1,
QD92,Problem with educational progress,no_range,Z55.2,
QD9Y,Other specified problems associated with education,no_range,Z55.8,
QD9Z,"Problems associated with education, unspecified",no_range,Z55,
QE00,Acculturation difficulty,no_range,Z60.3,
QE01,"Stress, not elsewhere classified",no_range,Z73.3,
QE02,Social role conflict,no_range,Z73.5,
QE03,Social exclusion or rejection,no_range,Z60.4,
QE04,Target of perceived adverse discrimination or persecution,no_range,Z60.5,
QE0Y,Other specified problems associated with social or cultural environment,no_range,Z60.8,
QE0Z,"Problems associated with social or cultural environment, unspecified",no_range,Z60,
QE10,Hazardous alcohol use,no_range,Z72.1,
QE11,Hazardous drug use,no_range,Z72.2,
QE11.0,Hazardous use of opioids,no_range,Z72.2,
QE11.1,Hazardous use of cannabis,no_range,Z72.2,
QE11.2,"Hazardous use of sedatives, hypnotics or anxiolytics",no_range,Z72.2,
QE11.3,Hazardous use of cocaine,no_range,Z72.2,
QE11.4,Hazardous use of stimulants including amphetamines or methamphetamine,no_range,Z72.2,
QE11.5,Hazardous use of caffeine,no_range,Z72.2,
QE11.6,Hazardous use of MDMA or related drugs,no_range,Z72.2,
QE11.7,Hazardous use of dissociative drugs including ketamine or PCP,no_range,Z72.2,
QE11.8,Hazardous use of other specified psychoactive substances,no_range,Z72.2,
QE11.9,Hazardous use of unknown or unspecified psychoactive substances,no_range,Z72.2,
QE11.Y,Other specified hazardous drug use,no_range,Z72.2,
QE11.Z,"Hazardous drug use, unspecified",no_range,Z72.2,
QE12,Hazardous nicotine use,no_range,Z64.2,
QE13,Tobacco use,no_range,Z72.0,
QE1Y,Other specified hazardous substance use,no_range,Z64.2,
QE1Z,"Hazardous substance use, unspecified",no_range,Z64.2,
QE20,Lack of physical exercise,no_range,Z72.3,
QE21,Hazardous gambling or betting,no_range,Z72.6,
QE22,Hazardous gaming,no_range,Z64.3,
QE23,Problems with inappropriate diet or eating habits,no_range,Z72.4,
QE24,Problems with hygiene behaviours,no_range,Z72,
QE25,Problems with oral health behaviours,no_range,Z72,
QE26,Problem with sun exposure behaviour,no_range,Z64.3,
QE27,Problem with behaviours related to psychological health or wellbeing,no_range,Z72,
QE28,Problem with health literacy,no_range,Z72,
QE2Y,Problems with other specified health-related behaviours,no_range,Z72.8,
QE2Z,"Problem with health-related behaviours, unspecified",no_range,Z72,
QE30,Insufficient social insurance support,no_range,Z59.7,
QE30.0,"Insufficient social insurance support, aged",no_range,Z59.7,
QE30.1,"Insufficient social insurance support, disability",no_range,Z59.7,
QE30.2,"Insufficient social insurance support, unemployment",no_range,Z59.7,
QE30.3,"Insufficient social insurance support, family support",no_range,Z59.7,
QE30.Z,"Insufficient social insurance support, unspecified",no_range,Z59.7,
QE31,Insufficient social welfare support,no_range,Z59.7,
QE31.0,"Insufficient social welfare support, child protection",no_range,Z59.7,
QE31.1,"Insufficient social welfare support, protection against domestic violence",no_range,Z59.7,
QE31.2,"Insufficient social welfare support, protection against homelessness",no_range,Z59.7,
QE31.3,"Insufficient social welfare support, post prison services",no_range,Z59.7,
QE31.Z,"Insufficient social welfare support, unspecified",no_range,Z59.7,
QE3Y,Other specified problems associated with social insurance or welfare,no_range,Z59.8,
QE3Z,"Problems associated with social insurance or welfare, unspecified",no_range,Z59,
QE40,Problem associated with conviction in civil or criminal proceedings without imprisonment,no_range,Z65.0,
QE41,Problem associated with imprisonment or other incarceration,no_range,Z65.1,
QE42,Problem associated with release from prison,no_range,Z65.2,
QE4Y,Other specified problems associated with the justice system,no_range,Z65.8,
QE4Z,"Problems associated with the justice system, unspecified",no_range,Z65,
QE50,Problem associated with interpersonal interactions,no_range,Z60,
QE50.0,Problem associated with relationship with friend,no_range,Z60.8,
QE50.1,Relationships with teachers or classmates,no_range,Z55.4,
QE50.10,Dissatisfaction with school environment,no_range,Z55.4,
QE50.1Y,Other specified relationships with teachers or classmates,no_range,Z55.4,
QE50.1Z,"Relationships with teachers or classmates, unspecified",no_range,Z55.4,
QE50.2,Problem associated with relationships with people at work,no_range,Z56.4,
QE50.3,"Relationships with neighbours, tenant or landlord",no_range,Z59.2,
QE50.4,"Relationship with parents, in-laws or other family members",no_range,Z63.1,
QE50.5,Discord with counsellors,no_range,Z64.4,
QE50.6,Inadequate social skills,no_range,Z73.4,
QE50.7,Personality difficulty,no_range,Z73.1,
QE50.Y,Other specified problem associated with interpersonal interactions,no_range,Z60.8,
QE51,Problem associated with interactions with spouse or partner,no_range,Z63.0,
QE51.0,Relationship distress with spouse or partner,no_range,Z63.0,
QE51.1,History of spouse or partner violence,no_range,Z63.0,
QE51.Y,Other specified problem associated with interactions with spouse or partner,no_range,Z63.0,
QE51.Z,"Problem associated with interactions with spouse or partner, unspecified",no_range,Z63.0,
QE52,Problem associated with interpersonal interactions in childhood,no_range,Z61,
QE52.0,Caregiver-child relationship problem,no_range,Z61,
QE52.1,Loss of love relationship in childhood,no_range,Z61.0,
QE52.Y,Other specified problem associated with interpersonal interactions in childhood,no_range,Z61.8,
QE52.Z,"Problem associated with interpersonal interactions in childhood, unspecified",no_range,Z61,
QE5Y,Other specified problems associated with relationships,no_range,XXI,
QE5Z,"Problems associated with relationships, unspecified",no_range,XXI,
QE60,Absence of family member,no_range,Z63.3,
QE61,Disappearance or death of family member,no_range,Z63.4,
QE61.0,Loss or death of child,no_range,Z63.4,
QE61.Y,Disappearance or death of other family member,no_range,Z63.4,
QE62,Uncomplicated bereavement,no_range,XXI,
QE6Y,"Other specified problems associated with absence, loss or death of others",no_range,XXI,
QE6Z,"Problems associated with absence, loss or death of others, unspecified",no_range,XXI,
QE70,"Problems related to primary support group, including family circumstances",no_range,XXI,
QE70.0,Inadequate family support,no_range,Z63.2,
QE70.1,Disruption of family by separation or divorce,no_range,Z63.5,
QE70.2,Dependent relative needing care at home,no_range,Z63.6,
QE70.Z,"Problems related to primary support group, including family circumstances, unspecified",no_range,XXI,
QE80,Victim of crime or terrorism,no_range,Z65.4,
QE81,"Exposure to disaster, war or other hostilities",no_range,Z65.5,
QE82,Personal history of maltreatment,no_range,Z87.8,
QE82.0,Personal history of physical abuse,no_range,Z87.8,
QE82.1,Personal history of sexual abuse,no_range,Z87.8,
QE82.2,Personal history of psychological abuse,no_range,No Mapping,
QE82.3,Personal history of neglect,no_range,Z87.8,
QE82.Y,Other specified personal history of maltreatment,no_range,Z87.8,
QE82.Z,"Personal history of maltreatment, unspecified",no_range,Z87.8,
QE83,Personal frightening experience in childhood,no_range,Z61.7,
QE84,Acute stress reaction,no_range,F43.0,vas_98
QE8Y,Other specified problems associated with harmful or traumatic events,no_range,XXI,
QE8Z,"Problems associated with harmful or traumatic events, unspecified",no_range,XXI,
QE90,Inadequate parental supervision or control,no_range,Z62.0,
QE91,Parental overprotection,no_range,Z62.1,
QE92,Altered pattern of family relationships in childhood,no_range,Z61.2,
QE93,Removal from home in childhood,no_range,Z61.1,
QE94,Institutional upbringing,no_range,Z62.2,
QE95,Inappropriate parental pressure or other abnormal qualities of upbringing,no_range,Z62.6,
QE96,Events resulting in loss of self-esteem in childhood,no_range,Z61.3,
QE9Y,Other specified problems associated with upbringing,no_range,Z62.8,
QE9Z,"Problems associated with upbringing, unspecified",no_range,Z62,
QF00,Acquired absence of limb,no_range,Z89,
QF01,Acquired absence of organs,no_range,Z90,
QF01.0,Acquired absence of breast,no_range,Z90.1,
QF01.1,Acquired absence of genital organs,no_range,Z90.7,
QF01.10,Acquired absence of female genital organs,no_range,Z90.7,
QF01.11,Acquired absence of male genital organs,no_range,Z90.7,
QF01.Y,Other specified acquired absence of organs,no_range,Z90.8,
QF01.Z,"Acquired absence of organs, unspecified",no_range,Z90,
QF0Y,Other specified acquired absence of body structure,no_range,Z80-Z99,
QF0Z,"Acquired absence of body structure, unspecified",no_range,Z80-Z99,
QF10,Limited function or disability of body organ or system,no_range,Z73.6,
QF20,Difficulty or need for assistance with learning,no_range,Z74,
QF21,Difficulty or need for assistance with general life tasks or life management,no_range,Z60.0,
QF22,Difficulty or need for assistance with communication,no_range,Z74,
QF23,Difficulty or need for assistance with mobility,no_range,Z74.0,
QF24,Difficulty or need for assistance with self-care,no_range,Z74.1,
QF25,Difficulty or need for assistance with relationships,no_range,Z74,
QF26,Difficulty or need for assistance with household tasks,no_range,Z74.2,
QF27,Difficulty or need for assistance at home and no other household member able to render care,no_range,Z74,
QF28,Difficulty or need for assistance with work activities,no_range,Z74,
QF29,Difficulty or need for assistance with major areas of life,no_range,Z74.2,
QF2A,Difficulty or need for assistance with community participation,no_range,Z74,
QF2B,Need for continuous supervision,no_range,Z74.3,
QF2Y,Difficulty or need for assistance with other specified activity,no_range,Z74.8,
QF2Z,Difficulty or need for assistance with unspecified activity,no_range,Z74,
QF4Y,Other specified factors influencing health status or contact with health services,no_range,XXI,
QF4Z,"Factors influencing health status or contact with health services, unspecified",no_range,XXI,
RA00,Conditions of uncertain aetiology and emergency use,no_range,U00-U49,vas_01_13
RA00.0,Vaping related disorder,no_range,U07.0,vas_01_13
RA01,COVID-19,no_range,U00-U49,vas_01_13
RA02,Post COVID-19 condition,no_range,U09.9,
RA03,Multisystem inflammatory syndrome associated with COVID-19,no_range,U10,
RA04,International emergency code 05,no_range,U00-U49,vas_01_13
RA05,International emergency code 06,no_range,U00-U49,vas_01_13
RA06,International emergency code 07,no_range,U00-U49,vas_01_13
RA07,International emergency code 08,no_range,U00-U49,vas_01_13
RA08,International emergency code 09,no_range,U00-U49,vas_01_13
RA09,International emergency code 10,no_range,U00-U49,vas_01_13
RA20,National emergency code 01,no_range,XXII,
RA21,National emergency code 02,no_range,XXII,
RA22,National emergency code 03,no_range,XXII,
RA23,National emergency code 04,no_range,XXII,
RA24,National emergency code 05,no_range,XXII,
RA25,National emergency code 06,no_range,XXII,
RA26,National emergency code 07,no_range,XXII,
SA00,Hypochondrium pain disorder (TM1),no_range,,
SA01,Jaundice disorder (TM1),no_range,,
SA02,Liver distension disorder (TM1),no_range,,
SA03,Tympanites disorder (TM1),no_range,,
SA04,Liver abscess disorder (TM1),no_range,,
SA05,Gallbladder distension disorder (TM1),no_range,,
SA0Y,Other specified liver system disorders (TM1),no_range,,
SA0Z,"Liver system disorders (TM1), unspecified",no_range,,
SA10,Inducible palpitation disorder (TM1),no_range,,
SA11,Spontaneous palpitation disorder (TM1),no_range,,
SA1Y,Other specified palpitation disorders (TM1),no_range,,
SA1Z,"Palpitation disorders (TM1), unspecified",no_range,,
SA20,True heart pain disorder (TM1),no_range,,
SA2Y,Other specified chest impediment disorders (TM1),no_range,,
SA2Z,"Chest impediment disorders (TM1), unspecified",no_range,,
SA4Y,Other specified heart system disorders (TM1),no_range,,
SA4Z,"Heart system disorders (TM1), unspecified",no_range,,
SA50,Dysphagia disorder (TM1),no_range,,
SA51,Stomach ache disorder (TM1),no_range,,
SA52,Epigastric distension disorder (TM1),no_range,,
SA53,Epigastric upset disorder (TM1),no_range,,
SA54,Food retention disorder (TM1),no_range,,
SA55,Diarrhea disorder (TM1),no_range,,
SA56,Dysentery disorder (TM1),no_range,,
SA57,Constipation disorder (TM1),no_range,,
SA58,Abdominal pain disorder (TM1),no_range,,
SA59,Intestinal abscess disorder (TM1),no_range,,
SA5Y,Other specified spleen system disorders (TM1),no_range,,
SA5Z,"Spleen system disorders (TM1), unspecified",no_range,,
SA60,Common cold disorder (TM1),no_range,,
SA70,Cough with dyspnea disorder (TM1),no_range,,
SA7Y,Other specified cough disorders (TM1),no_range,,
SA7Z,"Cough disorders (TM1), unspecified",no_range,,
SA80,Dyspnea disorder (TM1),no_range,,
SA81,Wheezing disorder (TM1),no_range,,
SA82,Lung distension disorder (TM1),no_range,,
SA83,Pleural fluid retention disorder (TM1),no_range,,
SA84,Lung heat disorder (TM1),no_range,,
SA85,Lung withering disorder (TM1),no_range,,
SA86,Chest bind disorder (TM1),no_range,,
SA8Y,Other specified lung system disorders (TM1),no_range,,
SA8Z,"Lung system disorders (TM1), unspecified",no_range,,
SA90,Stony stranguria disorder (TM1),no_range,,
SA91,Heat stranguria disorder (TM1),no_range,,
SA9Y,Other specified strangury disorders (TM1),no_range,,
SA9Z,"Strangury disorders (TM1), unspecified",no_range,,
SB00,Kidney stagnation disorder (TM1),no_range,,
SB01,Flooding urine disorder (TM1),no_range,,
SB02,Enuresis disorder (TM1),no_range,,
SB03,Turbid urine disorder (TM1),no_range,,
SB04,Dribbling urinary block disorder (TM1),no_range,,
SB05,Block and repulsion disorder (TM1),no_range,,
SB06,Edema disorders (TM1),no_range,,
SB06.0,Kidney edema disorder (TM1),no_range,,
SB06.1,Wind edema disorder (TM1),no_range,,
SB06.Y,Other specified edema disorders (TM1),no_range,,
SB06.Z,"Edema disorders (TM1), unspecified",no_range,,
SB07,Lower abdominal colic disorder (TM1),no_range,,
SB08,Premature ejaculation disorder (TM1),no_range,,
SB09,Involuntary ejaculation disorder (TM1),no_range,,
SB0A,Persistent erection disorder (TM1),no_range,,
SB0B,Impotence disorder (TM1),no_range,,
SB0C,Male infertility disorder (TM1),no_range,,
SB0Y,Other specified kidney system disorders (TM1),no_range,,
SB0Z,"Kidney system disorders (TM1), unspecified",no_range,,
SB2Y,Other specified organ system disorders (TM1),no_range,,
SB2Z,"Organ system disorders (TM1), unspecified",no_range,,
SB30,Dampness sore disorder (TM1),no_range,,
SB31,Impetigo disorder (TM1),no_range,,
SB40,Septicemic furunculosis disorder (TM1),no_range,,
SB4Y,Other specified furuncle disorders (TM1),no_range,,
SB4Z,"Furuncle disorders (TM1), unspecified",no_range,,
SB50,Bed sore disorder (TM1),no_range,,
SB60,Deep multiple abscess disorder (TM1),no_range,,
SB61,Anal abscess disorder (TM1),no_range,,
SB6Y,Other specified abscess disorders (TM1),no_range,,
SB6Z,"Abscess disorders (TM1), unspecified",no_range,,
SB70,Headed carbuncle disorder (TM1),no_range,,
SB71,Foot dampness itch disorder (TM1),no_range,,
SB72,Tinea circinate disorder (TM1),no_range,,
SB73,Dry skin disorder (TM1),no_range,,
SB74,Gangrene disorder (TM1),no_range,,
SB75,Wart disorder (TM1),no_range,,
SB76,Hand dampness itch disorder (TM1),no_range,,
SB77,Erysipelas disorder (TM1),no_range,,
SB78,Cellulitis disorder (TM1),no_range,,
SB79,Thrush disorder (TM1),no_range,,
SB7A,Herpes zoster disorder (TM1),no_range,,
SB7B,Interior haemorrhoid disorder (TM1),no_range,,
SB7C,Fissured anus disorder (TM1),no_range,,
SB7Y,Other specified skin and mucosa system disorders (TM1),no_range,,
SB7Z,"Skin and mucosa system disorders (TM1), unspecified",no_range,,
SB80,Advanced menstruation disorder (TM1),no_range,,
SB81,Delayed menstruation disorder (TM1),no_range,,
SB82,Irregular menstruation disorders (TM1),no_range,,
SB8Y,Other specified menstruation cycle disorders (TM1),no_range,,
SB8Z,"Menstruation cycle disorders (TM1), unspecified",no_range,,
SB90,Menorrhagia disorder (TM1),no_range,,
SB91,Decreased menstruation disorder (TM1),no_range,,
SB92,Prolonged menstruation disorder (TM1),no_range,,
SB93,Metrorrhagia disorder (TM1),no_range,,
SB94,Amenorrhea disorder (TM1),no_range,,
SB95,Menopausal disorder (TM1),no_range,,
SB96,Dysmenorrhea disorder (TM1),no_range,,
SB9Y,Other specified menstruation associated disorders (TM1),no_range,,
SB9Z,"Menstruation associated disorders (TM1), unspecified",no_range,,
SC00,Morning sickness disorder (TM1),no_range,,
SC01,Unstable fetus disorder (TM1),no_range,,
SC02,Bladder pressure disorder (TM1),no_range,,
SC03,Eclampsia disorder (TM1),no_range,,
SC04,Floating sensation pregnancy disorder (TM1),no_range,,
SC0Y,Other specified pregnancy associated disorders (TM1),no_range,,
SC0Z,"Pregnancy associated disorders (TM1), unspecified",no_range,,
SC10,Puerperal abdominal pain disorder (TM1),no_range,,
SC11,Puerperal wind disorder (TM1),no_range,,
SC12,Hypogalactia disorder (TM1),no_range,,
SC13,Postpartum lochiorrhea disorder (TM1),no_range,,
SC1Y,Other specified puerperium associated disorders (TM1),no_range,,
SC1Z,"Puerperium associated disorders (TM1), unspecified",no_range,,
SC20,Leukorrhea disorder (TM1),no_range,,
SC21,Vaginal flatus disorder (TM1),no_range,,
SC22,Infertility disorder (TM1),no_range,,
SC23,Uterine mass disorder (TM1),no_range,,
SC24,Breast lump disorder (TM1),no_range,,
SC2Y,Other specified other female reproductive system associated disorders (TM1),no_range,,
SC2Z,"Other female reproductive system associated disorders (TM1), unspecified",no_range,,
SC4Y,Other specified female reproductive system disorders (TM1) (including childbirth),no_range,,
SC4Z,"Female reproductive system disorders (TM1) (including childbirth), unspecified",no_range,,
SC50,Cold impediment disorder (TM1),no_range,,
SC51,Wind impediment disorder (TM1),no_range,,
SC52,Dampness impediment disorder (TM1),no_range,,
SC5Y,Other specified joint impediment disorders (TM1),no_range,,
SC5Z,"Joint impediment disorders (TM1), unspecified",no_range,,
SC60,Muscle spasm disorder (TM1),no_range,,
SC61,Lumbago disorder (TM1),no_range,,
SC62,Numbness disorder (TM1),no_range,,
SC63,Wilting disorder (TM1),no_range,,
SC6Y,"Other specified bone, joint and muscle system disorders (TM1)",no_range,,
SC6Z,"Bone, joint and muscle system disorders (TM1), unspecified",no_range,,
SC70,Night blindness disorder (TM1),no_range,,
SC71,Wind glaucoma disorder (TM1),no_range,,
SC72,Inflammatory eyelid disorder (TM1),no_range,,
SC73,Non-inflammatory eyelid disorder (TM1),no_range,,
SC74,Corneal opacity disorder (TM1),no_range,,
SC75,Tinnitus disorder (TM1),no_range,,
SC80,Sudden deafness disorder (TM1),no_range,,
SC81,Gradual deafness disorder (TM1),no_range,,
SC8Y,Other specified deafness disorders (TM1),no_range,,
SC8Z,"Deafness disorders (TM1), unspecified",no_range,,
SC90,Allergic rhinitis disorder (TM1),no_range,,
SC91,Nasal sinusitis disorder (TM1),no_range,,
SC92,Hoarseness disorder (TM1),no_range,,
SC93,Tonsillitis disorder (TM1),no_range,,
SC9Y,"Other specified eye, ear, nose and throat system disorders (TM1)",no_range,,
SC9Z,"Eye, ear, nose and throat system disorders (TM1), unspecified",no_range,,
SD00,Facial paralysis disorder (TM1),no_range,,
SD10,Migraine disorder (TM1),no_range,,
SD11,Head wind disorder (TM1),no_range,,
SD1Y,Other specified headache disorders (TM1),no_range,,
SD1Z,"Headache disorders (TM1), unspecified",no_range,,
SD20,Convulsion disorder (TM1),no_range,,
SD21,Cerebral tinnitus disorder (TM1),no_range,,
SD22,Vertigo disorder (TM1),no_range,,
SD23,Forgetfulness disorder (TM1),no_range,,
SD24,Frequent protrusion of tongue disorder (TM1),no_range,,
SD30,Prodrome of wind stroke disorder (TM1),no_range,,
SD31,Sequela of wind stroke disorder (TM1),no_range,,
SD3Y,Other specified wind stroke disorders (TM1),no_range,,
SD3Z,"Wind stroke disorders (TM1), unspecified",no_range,,
SD40,Syncope disorder (TM1),no_range,,
SD4Y,Other specified brain system disorders (TM1),no_range,,
SD4Z,"Brain system disorders (TM1), unspecified",no_range,,
SD6Y,Other specified other body system disorders (TM1),no_range,,
SD6Z,"Other body system disorders (TM1), unspecified",no_range,,
SD70,Qi goiter disorder (TM1),no_range,,
SD71,Wasting thirst disorder (TM1),no_range,,
SD72,Consumptive disorder (TM1),no_range,,
SD7Y,"Other specified qi, blood and fluid disorders (TM1)",no_range,,
SD7Z,"Qi, blood and fluid disorders (TM1), unspecified",no_range,,
SD80,Lily disorder (TM1),no_range,,
SD81,Manic disorder (TM1),no_range,,
SD82,Depression disorder (TM1),no_range,,
SD83,Uneasiness disorder (TM1),no_range,,
SD84,Insomnia disorder (TM1),no_range,,
SD85,Somnolence disorder (TM1),no_range,,
SD86,Dementia disorder (TM1),no_range,,
SD87,Repressed fire disorder (TM1),no_range,,
SD8Y,Other specified mental and emotional disorders (TM1),no_range,,
SD8Z,"Mental and emotional disorders (TM1), unspecified",no_range,,
SD90,Seasonal cold disorder (TM1),no_range,,
SD91,Fatigue consumption disorder (TM1),no_range,,
SD92,Severe vomiting and diarrhoea disorder (TM1),no_range,,
SD93,Alternating fever and chills disorder (TM1),no_range,,
SD94,Parasitic disorder (TM1),no_range,,
SD95,Flowing phlegm disorder (TM1),no_range,,
SE00,Summer-heat disorder (TM1),no_range,,
SE01,Spring warmth disorder (TM1),no_range,,
SE02,Dampness and warmth disorder (TM1),no_range,,
SE0Y,Other specified warmth disorders (TM1),no_range,,
