uri,code,title,class_kind,semantic_level,depth,is_leaf,is_three_character_code,is_terminal_code,chapter_code,chapter_title,block_code,block_title,three_character_code,three_character_title,final_code,final_title
http://id.who.int/icd/release/10/2019/A51.4,A51.4,Other secondary syphilis,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A51,Early syphilis,A51.4,Other secondary syphilis
http://id.who.int/icd/release/10/2019/A51.5,A51.5,"Early syphilis, latent",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A51,Early syphilis,A51.5,"Early syphilis, latent"
http://id.who.int/icd/release/10/2019/A51.9,A51.9,"Early syphilis, unspecified",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A51,Early syphilis,A51.9,"Early syphilis, unspecified"
http://id.who.int/icd/release/10/2019/A52,A52,Late syphilis,category,three_character,3,false,true,false,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52,Late syphilis,,
http://id.who.int/icd/release/10/2019/A52.0,A52.0,Cardiovascular syphilis,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52,Late syphilis,A52.0,Cardiovascular syphilis
http://id.who.int/icd/release/10/2019/A52.1,A52.1,Symptomatic neurosyphilis,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52,Late syphilis,A52.1,Symptomatic neurosyphilis
http://id.who.int/icd/release/10/2019/A52.2,A52.2,Asymptomatic neurosyphilis,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52,Late syphilis,A52.2,Asymptomatic neurosyphilis
http://id.who.int/icd/release/10/2019/A52.3,A52.3,"Neurosyphilis, unspecified",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52,Late syphilis,A52.3,"Neurosyphilis, unspecified"
http://id.who.int/icd/release/10/2019/A52.7,A52.7,Other symptomatic late syphilis,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52,Late syphilis,A52.7,Other symptomatic late syphilis
http://id.who.int/icd/release/10/2019/A52.8,A52.8,"Late syphilis, latent",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52,Late syphilis,A52.8,"Late syphilis, latent"
http://id.who.int/icd/release/10/2019/A52.9,A52.9,"Late syphilis, unspecified",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52,Late syphilis,A52.9,"Late syphilis, unspecified"
http://id.who.int/icd/release/10/2019/A53,A53,Other and unspecified syphilis,category,three_character,3,false,true,false,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A53,Other and unspecified syphilis,,
http://id.who.int/icd/release/10/2019/A53.0,A53.0,"Latent syphilis, unspecified as early or late",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A53,Other and unspecified syphilis,A53.0,"Latent syphilis, unspecified as early or late"
http://id.who.int/icd/release/10/2019/A53.9,A53.9,"Syphilis, unspecified",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A53,Other and unspecified syphilis,A53.9,"Syphilis, unspecified"
http://id.who.int/icd/release/10/2019/A54,A54,Gonococcal infection,category,three_character,3,false,true,false,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54,Gonococcal infection,,
http://id.who.int/icd/release/10/2019/A54.0,A54.0,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54,Gonococcal infection,A54.0,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess
http://id.who.int/icd/release/10/2019/A54.1,A54.1,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54,Gonococcal infection,A54.1,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess
http://id.who.int/icd/release/10/2019/A54.2,A54.2,Gonococcal pelviperitonitis and other gonococcal genitourinary infections,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54,Gonococcal infection,A54.2,Gonococcal pelviperitonitis and other gonococcal genitourinary infections
http://id.who.int/icd/release/10/2019/A54.3,A54.3,Gonococcal infection of eye,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54,Gonococcal infection,A54.3,Gonococcal infection of eye
http://id.who.int/icd/release/10/2019/A54.4,A54.4,Gonococcal infection of musculoskeletal system,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54,Gonococcal infection,A54.4,Gonococcal infection of musculoskeletal system
http://id.who.int/icd/release/10/2019/A54.5,A54.5,Gonococcal pharyngitis,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54,Gonococcal infection,A54.5,Gonococcal pharyngitis
http://id.who.int/icd/release/10/2019/A54.6,A54.6,Gonococcal infection of anus and rectum,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54,Gonococcal infection,A54.6,Gonococcal infection of anus and rectum
http://id.who.int/icd/release/10/2019/A54.8,A54.8,Other gonococcal infections,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54,Gonococcal infection,A54.8,Other gonococcal infections
http://id.who.int/icd/release/10/2019/A54.9,A54.9,"Gonococcal infection, unspecified",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54,Gonococcal infection,A54.9,"Gonococcal infection, unspecified"
http://id.who.int/icd/release/10/2019/A55,A55,Chlamydial lymphogranuloma (venereum),category,three_character,3,true,true,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A55,Chlamydial lymphogranuloma (venereum),A55,Chlamydial lymphogranuloma (venereum)
http://id.who.int/icd/release/10/2019/A56,A56,Other sexually transmitted chlamydial diseases,category,three_character,3,false,true,false,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56,Other sexually transmitted chlamydial diseases,,
http://id.who.int/icd/release/10/2019/A56.0,A56.0,Chlamydial infection of lower genitourinary tract,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56,Other sexually transmitted chlamydial diseases,A56.0,Chlamydial infection of lower genitourinary tract
http://id.who.int/icd/release/10/2019/A56.1,A56.1,Chlamydial infection of pelviperitoneum and other genitourinary organs,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56,Other sexually transmitted chlamydial diseases,A56.1,Chlamydial infection of pelviperitoneum and other genitourinary organs
http://id.who.int/icd/release/10/2019/A56.2,A56.2,"Chlamydial infection of genitourinary tract, unspecified",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56,Other sexually transmitted chlamydial diseases,A56.2,"Chlamydial infection of genitourinary tract, unspecified"
http://id.who.int/icd/release/10/2019/A56.3,A56.3,Chlamydial infection of anus and rectum,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56,Other sexually transmitted chlamydial diseases,A56.3,Chlamydial infection of anus and rectum
http://id.who.int/icd/release/10/2019/A56.4,A56.4,Chlamydial infection of pharynx,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56,Other sexually transmitted chlamydial diseases,A56.4,Chlamydial infection of pharynx
http://id.who.int/icd/release/10/2019/A56.8,A56.8,Sexually transmitted chlamydial infection of other sites,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56,Other sexually transmitted chlamydial diseases,A56.8,Sexually transmitted chlamydial infection of other sites
http://id.who.int/icd/release/10/2019/A57,A57,Chancroid,category,three_character,3,true,true,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A57,Chancroid,A57,Chancroid
http://id.who.int/icd/release/10/2019/A58,A58,Granuloma inguinale,category,three_character,3,true,true,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A58,Granuloma inguinale,A58,Granuloma inguinale
http://id.who.int/icd/release/10/2019/A59,A59,Trichomoniasis,category,three_character,3,false,true,false,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A59,Trichomoniasis,,
http://id.who.int/icd/release/10/2019/A59.0,A59.0,Urogenital trichomoniasis,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A59,Trichomoniasis,A59.0,Urogenital trichomoniasis
http://id.who.int/icd/release/10/2019/A59.8,A59.8,Trichomoniasis of other sites,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A59,Trichomoniasis,A59.8,Trichomoniasis of other sites
http://id.who.int/icd/release/10/2019/A59.9,A59.9,"Trichomoniasis, unspecified",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A59,Trichomoniasis,A59.9,"Trichomoniasis, unspecified"
http://id.who.int/icd/release/10/2019/A60,A60,Anogenital herpesviral [herpes simplex] infection,category,three_character,3,false,true,false,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A60,Anogenital herpesviral [herpes simplex] infection,,
http://id.who.int/icd/release/10/2019/A60.0,A60.0,Herpesviral infection of genitalia and urogenital tract,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A60,Anogenital herpesviral [herpes simplex] infection,A60.0,Herpesviral infection of genitalia and urogenital tract
http://id.who.int/icd/release/10/2019/A60.1,A60.1,Herpesviral infection of perianal skin and rectum,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A60,Anogenital herpesviral [herpes simplex] infection,A60.1,Herpesviral infection of perianal skin and rectum
http://id.who.int/icd/release/10/2019/A60.9,A60.9,"Anogenital herpesviral infection, unspecified",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A60,Anogenital herpesviral [herpes simplex] infection,A60.9,"Anogenital herpesviral infection, unspecified"
http://id.who.int/icd/release/10/2019/A63,A63,"Other predominantly sexually transmitted diseases, not elsewhere classified",category,three_character,3,false,true,false,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A63,"Other predominantly sexually transmitted diseases, not elsewhere classified",,
http://id.who.int/icd/release/10/2019/A63.0,A63.0,Anogenital (venereal) warts,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A63,"Other predominantly sexually transmitted diseases, not elsewhere classified",A63.0,Anogenital (venereal) warts
http://id.who.int/icd/release/10/2019/A63.8,A63.8,Other specified predominantly sexually transmitted diseases,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A63,"Other predominantly sexually transmitted diseases, not elsewhere classified",A63.8,Other specified predominantly sexually transmitted diseases
http://id.who.int/icd/release/10/2019/A64,A64,Unspecified sexually transmitted disease,category,three_character,3,true,true,true,I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A64,Unspecified sexually transmitted disease,A64,Unspecified sexually transmitted disease
http://id.who.int/icd/release/10/2019/A65-A69,A65-A69,Other spirochaetal diseases,block,block,2,false,false,false,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,,,,
http://id.who.int/icd/release/10/2019/A65,A65,Nonvenereal syphilis,category,three_character,3,true,true,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A65,Nonvenereal syphilis,A65,Nonvenereal syphilis
http://id.who.int/icd/release/10/2019/A66,A66,Yaws,category,three_character,3,false,true,false,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66,Yaws,,
http://id.who.int/icd/release/10/2019/A66.0,A66.0,Initial lesions of yaws,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66,Yaws,A66.0,Initial lesions of yaws
http://id.who.int/icd/release/10/2019/A66.1,A66.1,Multiple papillomata and wet crab yaws,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66,Yaws,A66.1,Multiple papillomata and wet crab yaws
http://id.who.int/icd/release/10/2019/A66.2,A66.2,Other early skin lesions of yaws,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66,Yaws,A66.2,Other early skin lesions of yaws
http://id.who.int/icd/release/10/2019/A66.3,A66.3,Hyperkeratosis of yaws,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66,Yaws,A66.3,Hyperkeratosis of yaws
http://id.who.int/icd/release/10/2019/A66.4,A66.4,Gummata and ulcers of yaws,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66,Yaws,A66.4,Gummata and ulcers of yaws
http://id.who.int/icd/release/10/2019/A66.5,A66.5,Gangosa,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66,Yaws,A66.5,Gangosa
http://id.who.int/icd/release/10/2019/A66.6,A66.6,Bone and joint lesions of yaws,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66,Yaws,A66.6,Bone and joint lesions of yaws
http://id.who.int/icd/release/10/2019/A66.7,A66.7,Other manifestations of yaws,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66,Yaws,A66.7,Other manifestations of yaws
http://id.who.int/icd/release/10/2019/A66.8,A66.8,Latent yaws,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66,Yaws,A66.8,Latent yaws
http://id.who.int/icd/release/10/2019/A66.9,A66.9,"Yaws, unspecified",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A66,Yaws,A66.9,"Yaws, unspecified"
http://id.who.int/icd/release/10/2019/A67,A67,Pinta [carate],category,three_character,3,false,true,false,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A67,Pinta [carate],,
http://id.who.int/icd/release/10/2019/A67.0,A67.0,Primary lesions of pinta,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A67,Pinta [carate],A67.0,Primary lesions of pinta
http://id.who.int/icd/release/10/2019/A67.1,A67.1,Intermediate lesions of pinta,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A67,Pinta [carate],A67.1,Intermediate lesions of pinta
http://id.who.int/icd/release/10/2019/A67.2,A67.2,Late lesions of pinta,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A67,Pinta [carate],A67.2,Late lesions of pinta
http://id.who.int/icd/release/10/2019/A67.3,A67.3,Mixed lesions of pinta,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A67,Pinta [carate],A67.3,Mixed lesions of pinta
http://id.who.int/icd/release/10/2019/A67.9,A67.9,"Pinta, unspecified",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A67,Pinta [carate],A67.9,"Pinta, unspecified"
http://id.who.int/icd/release/10/2019/A68,A68,Relapsing fevers,category,three_character,3,false,true,false,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A68,Relapsing fevers,,
http://id.who.int/icd/release/10/2019/A68.0,A68.0,Louse-borne relapsing fever,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A68,Relapsing fevers,A68.0,Louse-borne relapsing fever
http://id.who.int/icd/release/10/2019/A68.1,A68.1,Tick-borne relapsing fever,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A68,Relapsing fevers,A68.1,Tick-borne relapsing fever
http://id.who.int/icd/release/10/2019/A68.9,A68.9,"Relapsing fever, unspecified",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A68,Relapsing fevers,A68.9,"Relapsing fever, unspecified"
http://id.who.int/icd/release/10/2019/A69,A69,Other spirochaetal infections,category,three_character,3,false,true,false,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A69,Other spirochaetal infections,,
http://id.who.int/icd/release/10/2019/A69.0,A69.0,Necrotizing ulcerative stomatitis,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A69,Other spirochaetal infections,A69.0,Necrotizing ulcerative stomatitis
http://id.who.int/icd/release/10/2019/A69.1,A69.1,Other Vincent infections,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A69,Other spirochaetal infections,A69.1,Other Vincent infections
http://id.who.int/icd/release/10/2019/A69.2,A69.2,Lyme disease,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A69,Other spirochaetal infections,A69.2,Lyme disease
http://id.who.int/icd/release/10/2019/A69.8,A69.8,Other specified spirochaetal infections,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A69,Other spirochaetal infections,A69.8,Other specified spirochaetal infections
http://id.who.int/icd/release/10/2019/A69.9,A69.9,"Spirochaetal infection, unspecified",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A65-A69,Other spirochaetal diseases,A69,Other spirochaetal infections,A69.9,"Spirochaetal infection, unspecified"
http://id.who.int/icd/release/10/2019/A70-A74,A70-A74,Other diseases caused by chlamydiae,block,block,2,false,false,false,I,Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,,,,
http://id.who.int/icd/release/10/2019/A70,A70,Chlamydia psittaci infection,category,three_character,3,true,true,true,I,Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A70,Chlamydia psittaci infection,A70,Chlamydia psittaci infection
http://id.who.int/icd/release/10/2019/A71,A71,Trachoma,category,three_character,3,false,true,false,I,Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A71,Trachoma,,
http://id.who.int/icd/release/10/2019/A71.0,A71.0,Initial stage of trachoma,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A71,Trachoma,A71.0,Initial stage of trachoma
http://id.who.int/icd/release/10/2019/A71.1,A71.1,Active stage of trachoma,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A71,Trachoma,A71.1,Active stage of trachoma
http://id.who.int/icd/release/10/2019/A71.9,A71.9,"Trachoma, unspecified",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A71,Trachoma,A71.9,"Trachoma, unspecified"
http://id.who.int/icd/release/10/2019/A74,A74,Other diseases caused by chlamydiae,category,three_character,3,false,true,false,I,Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A74,Other diseases caused by chlamydiae,,
http://id.who.int/icd/release/10/2019/A74.0,A74.0,Chlamydial conjunctivitis,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A74,Other diseases caused by chlamydiae,A74.0,Chlamydial conjunctivitis
http://id.who.int/icd/release/10/2019/A74.8,A74.8,Other chlamydial diseases,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A74,Other diseases caused by chlamydiae,A74.8,Other chlamydial diseases
http://id.who.int/icd/release/10/2019/A74.9,A74.9,"Chlamydial infection, unspecified",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A74,Other diseases caused by chlamydiae,A74.9,"Chlamydial infection, unspecified"
http://id.who.int/icd/release/10/2019/A75-A79,A75-A79,Rickettsioses,block,block,2,false,false,false,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,,,,
http://id.who.int/icd/release/10/2019/A75,A75,Typhus fever,category,three_character,3,false,true,false,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A75,Typhus fever,,
http://id.who.int/icd/release/10/2019/A75.0,A75.0,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A75,Typhus fever,A75.0,Epidemic louse-borne typhus fever due to Rickettsia prowazekii
http://id.who.int/icd/release/10/2019/A75.1,A75.1,Recrudescent typhus [Brill disease],category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A75,Typhus fever,A75.1,Recrudescent typhus [Brill disease]
http://id.who.int/icd/release/10/2019/A75.2,A75.2,Typhus fever due to Rickettsia typhi,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A75,Typhus fever,A75.2,Typhus fever due to Rickettsia typhi
http://id.who.int/icd/release/10/2019/A75.3,A75.3,Typhus fever due to Rickettsia tsutsugamushi,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A75,Typhus fever,A75.3,Typhus fever due to Rickettsia tsutsugamushi
http://id.who.int/icd/release/10/2019/A75.9,A75.9,"Typhus fever, unspecified",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A75,Typhus fever,A75.9,"Typhus fever, unspecified"
http://id.who.int/icd/release/10/2019/A77,A77,Spotted fever [tick-borne rickettsioses],category,three_character,3,false,true,false,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A77,Spotted fever [tick-borne rickettsioses],,
http://id.who.int/icd/release/10/2019/A77.0,A77.0,Spotted fever due to Rickettsia rickettsii,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A77,Spotted fever [tick-borne rickettsioses],A77.0,Spotted fever due to Rickettsia rickettsii
http://id.who.int/icd/release/10/2019/A77.1,A77.1,Spotted fever due to Rickettsia conorii,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A77,Spotted fever [tick-borne rickettsioses],A77.1,Spotted fever due to Rickettsia conorii
http://id.who.int/icd/release/10/2019/A77.2,A77.2,Spotted fever due to Rickettsia sibirica,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A77,Spotted fever [tick-borne rickettsioses],A77.2,Spotted fever due to Rickettsia sibirica
http://id.who.int/icd/release/10/2019/A77.3,A77.3,Spotted fever due to Rickettsia australis,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A77,Spotted fever [tick-borne rickettsioses],A77.3,Spotted fever due to Rickettsia australis
http://id.who.int/icd/release/10/2019/A77.8,A77.8,Other spotted fevers,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A77,Spotted fever [tick-borne rickettsioses],A77.8,Other spotted fevers
http://id.who.int/icd/release/10/2019/A77.9,A77.9,"Spotted fever, unspecified",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A77,Spotted fever [tick-borne rickettsioses],A77.9,"Spotted fever, unspecified"
http://id.who.int/icd/release/10/2019/A78,A78,Q fever,category,three_character,3,true,true,true,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A78,Q fever,A78,Q fever
http://id.who.int/icd/release/10/2019/A79,A79,Other rickettsioses,category,three_character,3,false,true,false,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A79,Other rickettsioses,,
http://id.who.int/icd/release/10/2019/A79.0,A79.0,Trench fever,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A79,Other rickettsioses,A79.0,Trench fever
http://id.who.int/icd/release/10/2019/A79.1,A79.1,Rickettsialpox due to Rickettsia akari,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A79,Other rickettsioses,A79.1,Rickettsialpox due to Rickettsia akari
http://id.who.int/icd/release/10/2019/A79.8,A79.8,Other specified rickettsioses,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A79,Other rickettsioses,A79.8,Other specified rickettsioses
http://id.who.int/icd/release/10/2019/A79.9,A79.9,"Rickettsiosis, unspecified",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A79,Other rickettsioses,A79.9,"Rickettsiosis, unspecified"
http://id.who.int/icd/release/10/2019/A80-A89,A80-A89,Viral infections of the central nervous system,block,block,2,false,false,false,I,Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,,,,
http://id.who.int/icd/release/10/2019/A80,A80,Acute poliomyelitis,category,three_character,3,false,true,false,I,Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A80,Acute poliomyelitis,,
http://id.who.int/icd/release/10/2019/A80.0,A80.0,"Acute paralytic poliomyelitis, vaccine-associated",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A80,Acute poliomyelitis,A80.0,"Acute paralytic poliomyelitis, vaccine-associated"
http://id.who.int/icd/release/10/2019/A80.1,A80.1,"Acute paralytic poliomyelitis, wild virus, imported",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A80,Acute poliomyelitis,A80.1,"Acute paralytic poliomyelitis, wild virus, imported"
http://id.who.int/icd/release/10/2019/A80.2,A80.2,"Acute paralytic poliomyelitis, wild virus, indigenous",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A80,Acute poliomyelitis,A80.2,"Acute paralytic poliomyelitis, wild virus, indigenous"
http://id.who.int/icd/release/10/2019/A80.3,A80.3,"Acute paralytic poliomyelitis, other and unspecified",category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A80,Acute poliomyelitis,A80.3,"Acute paralytic poliomyelitis, other and unspecified"
http://id.who.int/icd/release/10/2019/A80.4,A80.4,Acute nonparalytic poliomyelitis,category,final_code,4,true,false,true,I,Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A80,Acute poliomyelitis,A80.4,Acute nonparalytic poliomyelitis
