uri,code,title,class_kind,semantic_level,depth,parent_uri,parent_code,parent_title,child_count,is_leaf,is_three_character_code,is_terminal_code,browser_url
http://id.who.int/icd/release/10/2019/A01.2,A01.2,Paratyphoid fever B,category,final_code,4,http://id.who.int/icd/release/10/2019/A01,A01,Typhoid and paratyphoid fevers,0,true,false,true,http://apps.who.int/classifications/icd10/browse/2019/en#/A01.2
http://id.who.int/icd/release/10/2019/A01.3,A01.3,Paratyphoid fever C,category,final_code,4,http://id.who.int/icd/release/10/2019/A01,A01,Typhoid and paratyphoid fevers,0,true,false,true,http://apps.who.int/classifications/icd10/browse/2019/en#/A01.3
http://id.who.int/icd/release/10/2019/A01.4,A01.4,"Paratyphoid fever, unspecified",category,final_code,4,http://id.who.int/icd/release/10/2019/A01,A01,Typhoid and paratyphoid fevers,0,true,false,true,http://apps.who.int/classifications/icd10/browse/2019/en#/A01.4
http://id.who.int/icd/release/10/2019/A02,A02,Other salmonella infections,category,three_character,3,http://id.who.int/icd/release/10/2019/A00-A09,A00-A09,Intestinal infectious diseases,5,false,true,false,http://apps.who.int/classifications/icd10/browse/2019/en#/A02
http://id.who.int/icd/release/10/2019/A02.0,A02.0,Salmonella enteritis,category,final_code,4,http://id.who.int/icd/release/10/2019/A02,A02,Other salmonella infections,0,true,false,true,http://apps.who.int/classifications/icd10/browse/2019/en#/A02.0
http://id.who.int/icd/release/10/2019/A02.1,A02.1,Salmonella sepsis,category,final_code,4,http://id.who.int/icd/release/10/2019/A02,A02,Other salmonella infections,0,true,false,true,http://apps.who.int/classifications/icd10/browse/2019/en#/A02.1
http://id.who.int/icd/release/10/2019/A02.2,A02.2,Localized salmonella infections,category,final_code,4,http://id.who.int/icd/release/10/2019/A02,A02,Other salmonella infections,0,true,false,true,http://apps.who.int/classifications/icd10/browse/2019/en#/A02.2
http://id.who.int/icd/release/10/2019/A02.8,A02.8,Other specified salmonella infections,category,final_code,4,http://id.who.int/icd/release/10/2019/A02,A02,Other salmonella infections,0,true,false,true,http://apps.who.int/classifications/icd10/browse/2019/en#/A02.8
http://id.who.int/icd/release/10/2019/A02.9,A02.9,"Salmonella infection, unspecified",category,final_code,4,http://id.who.int/icd/release/10/2019/A02,A02,Other salmonella infections,0,true,false,true,http://apps.who.int/classifications/icd10/browse/2019/en#/A02.9
http://id.who.int/icd/release/10/2019/A03,A03,Shigellosis,category,three_character,3,http://id.who.int/icd/release/10/2019/A00-A09,A00-A09,Intestinal infectious diseases,6,false,true,false,http://apps.who.int/classifications/icd10/browse/2019/en#/A03
http://id.who.int/icd/release/10/2019/A03.0,A03.0,Shigellosis due to Shigella dysenteriae,category,final_code,4,http://id.who.int/icd/release/10/2019/A03,A03,Shigellosis,0,true,false,true,http://apps.who.int/classifications/icd10/browse/2019/en#/A03.0
http://id.who.int/icd/release/10/2019/A03.1,A03.1,Shigellosis due to Shigella flexneri,category,final_code,4,http://id.who.int/icd/release/10/2019/A03,A03,Shigellosis,0,true,false,true,http://apps.who.int/classifications/icd10/browse/2019/en#/A03.1
http://id.who.int/icd/release/10/2019/A03.2,A03.2,Shigellosis due to Shigella boydii,category,final_code,4,http://id.who.int/icd/release/10/2019/A03,A03,Shigellosis,0,true,false,true,http://apps.who.int/classifications/icd10/browse/2019/en#/A03.2
http://id.who.int/icd/release/10/2019/A03.3,A03.3,Shigellosis due to Shigella sonnei,category,final_code,4,http://id.who.int/icd/release/10/2019/A03,A03,Shigellosis,0,true,false,true,http://apps.who.int/classifications/icd10/browse/2019/en#/A03.3
