code,title,node_type,semantic_level,parent_code,chapter_code,chapter_title,block_code,block_title,three_character_code,three_character_title,has_children,is_leaf,is_three_character_code,is_detailed_code,is_coding_selectable,sex_selectable,age_group_selectable,policy_status,restriction_note
F91.8,Other conduct disorders,category,detailed_code,F91,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F91,Conduct disorders,false,true,false,true,,,,unreviewed,
F91.9,"Conduct disorder, unspecified",category,detailed_code,F91,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F91,Conduct disorders,false,true,false,true,,,,unreviewed,
F92,Mixed disorders of conduct and emotions,category,three_character,F90-F98,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F92,Mixed disorders of conduct and emotions,true,false,true,false,,,,unreviewed,
F92.0,Depressive conduct disorder,category,detailed_code,F92,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F92,Mixed disorders of conduct and emotions,false,true,false,true,,,,unreviewed,
F92.8,Other mixed disorders of conduct and emotions,category,detailed_code,F92,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F92,Mixed disorders of conduct and emotions,false,true,false,true,,,,unreviewed,
F92.9,"Mixed disorder of conduct and emotions, unspecified",category,detailed_code,F92,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F92,Mixed disorders of conduct and emotions,false,true,false,true,,,,unreviewed,
F93,Emotional disorders with onset specific to childhood,category,three_character,F90-F98,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F93,Emotional disorders with onset specific to childhood,true,false,true,false,,,,unreviewed,
F93.0,Separation anxiety disorder of childhood,category,detailed_code,F93,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F93,Emotional disorders with onset specific to childhood,false,true,false,true,,,,unreviewed,
F93.1,Phobic anxiety disorder of childhood,category,detailed_code,F93,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F93,Emotional disorders with onset specific to childhood,false,true,false,true,,,,unreviewed,
F93.2,Social anxiety disorder of childhood,category,detailed_code,F93,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F93,Emotional disorders with onset specific to childhood,false,true,false,true,,,,unreviewed,
F93.3,Sibling rivalry disorder,category,detailed_code,F93,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F93,Emotional disorders with onset specific to childhood,false,true,false,true,,,,unreviewed,
F93.8,Other childhood emotional disorders,category,detailed_code,F93,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F93,Emotional disorders with onset specific to childhood,false,true,false,true,,,,unreviewed,
F93.9,"Childhood emotional disorder, unspecified",category,detailed_code,F93,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F93,Emotional disorders with onset specific to childhood,false,true,false,true,,,,unreviewed,
F94,Disorders of social functioning with onset specific to childhood and adolescence,category,three_character,F90-F98,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F94,Disorders of social functioning with onset specific to childhood and adolescence,true,false,true,false,,,,unreviewed,
F94.0,Elective mutism,category,detailed_code,F94,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F94,Disorders of social functioning with onset specific to childhood and adolescence,false,true,false,true,,,,unreviewed,
F94.1,Reactive attachment disorder of childhood,category,detailed_code,F94,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F94,Disorders of social functioning with onset specific to childhood and adolescence,false,true,false,true,,,,unreviewed,
F94.2,Disinhibited attachment disorder of childhood,category,detailed_code,F94,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F94,Disorders of social functioning with onset specific to childhood and adolescence,false,true,false,true,,,,unreviewed,
F94.8,Other childhood disorders of social functioning,category,detailed_code,F94,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F94,Disorders of social functioning with onset specific to childhood and adolescence,false,true,false,true,,,,unreviewed,
F94.9,"Childhood disorder of social functioning, unspecified",category,detailed_code,F94,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F94,Disorders of social functioning with onset specific to childhood and adolescence,false,true,false,true,,,,unreviewed,
F95,Tic disorders,category,three_character,F90-F98,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F95,Tic disorders,true,false,true,false,,,,unreviewed,
F95.0,Transient tic disorder,category,detailed_code,F95,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F95,Tic disorders,false,true,false,true,,,,unreviewed,
F95.1,Chronic motor or vocal tic disorder,category,detailed_code,F95,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F95,Tic disorders,false,true,false,true,,,,unreviewed,
F95.2,Combined vocal and multiple motor tic disorder [de la Tourette],category,detailed_code,F95,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F95,Tic disorders,false,true,false,true,,,,unreviewed,
F95.8,Other tic disorders,category,detailed_code,F95,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F95,Tic disorders,false,true,false,true,,,,unreviewed,
F95.9,"Tic disorder, unspecified",category,detailed_code,F95,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F95,Tic disorders,false,true,false,true,,,,unreviewed,
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,category,three_character,F90-F98,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,true,false,true,false,,,,unreviewed,
F98.0,Nonorganic enuresis,category,detailed_code,F98,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,false,true,false,true,,,,unreviewed,
F98.1,Nonorganic encopresis,category,detailed_code,F98,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,false,true,false,true,,,,unreviewed,
F98.2,Feeding disorder of infancy and childhood,category,detailed_code,F98,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,false,true,false,true,,,,unreviewed,
F98.3,Pica of infancy and childhood,category,detailed_code,F98,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,false,true,false,true,,,,unreviewed,
F98.4,Stereotyped movement disorders,category,detailed_code,F98,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,false,true,false,true,,,,unreviewed,
F98.5,Stuttering [stammering],category,detailed_code,F98,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,false,true,false,true,,,,unreviewed,
F98.6,Cluttering,category,detailed_code,F98,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,false,true,false,true,,,,unreviewed,
F98.8,Other specified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,category,detailed_code,F98,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,false,true,false,true,,,,unreviewed,
F98.9,Unspecified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,category,detailed_code,F98,V,Mental and behavioural disorders,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,false,true,false,true,,,,unreviewed,
F99-F99,Unspecified mental disorder,block,block,V,V,Mental and behavioural disorders,F99-F99,Unspecified mental disorder,,,true,false,false,false,,,,unreviewed,
F99,"Mental disorder, not otherwise specified",category,three_character,F99-F99,V,Mental and behavioural disorders,F99-F99,Unspecified mental disorder,F99,"Mental disorder, not otherwise specified",false,true,true,false,,,,unreviewed,
VI,Diseases of the nervous system,chapter,chapter,,VI,Diseases of the nervous system,,,,,true,false,false,false,,,,unreviewed,
G00-G09,Inflammatory diseases of the central nervous system,block,block,VI,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,,,true,false,false,false,,,,unreviewed,
G00,"Bacterial meningitis, not elsewhere classified",category,three_character,G00-G09,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G00,"Bacterial meningitis, not elsewhere classified",true,false,true,false,,,,unreviewed,
G00.0,Haemophilus meningitis,category,detailed_code,G00,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G00,"Bacterial meningitis, not elsewhere classified",false,true,false,true,,,,unreviewed,
G00.1,Pneumococcal meningitis,category,detailed_code,G00,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G00,"Bacterial meningitis, not elsewhere classified",false,true,false,true,,,,unreviewed,
G00.2,Streptococcal meningitis,category,detailed_code,G00,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G00,"Bacterial meningitis, not elsewhere classified",false,true,false,true,,,,unreviewed,
G00.3,Staphylococcal meningitis,category,detailed_code,G00,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G00,"Bacterial meningitis, not elsewhere classified",false,true,false,true,,,,unreviewed,
G00.8,Other bacterial meningitis,category,detailed_code,G00,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G00,"Bacterial meningitis, not elsewhere classified",false,true,false,true,,,,unreviewed,
G00.9,"Bacterial meningitis, unspecified",category,detailed_code,G00,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G00,"Bacterial meningitis, not elsewhere classified",false,true,false,true,,,,unreviewed,
G01,Meningitis in bacterial diseases classified elsewhere,category,three_character,G00-G09,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G01,Meningitis in bacterial diseases classified elsewhere,false,true,true,false,,,,unreviewed,
G02,Meningitis in other infectious and parasitic diseases classified elsewhere,category,three_character,G00-G09,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G02,Meningitis in other infectious and parasitic diseases classified elsewhere,true,false,true,false,,,,unreviewed,
G02.0,Meningitis in viral diseases classified elsewhere,category,detailed_code,G02,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G02,Meningitis in other infectious and parasitic diseases classified elsewhere,false,true,false,true,,,,unreviewed,
G02.1,Meningitis in mycoses,category,detailed_code,G02,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G02,Meningitis in other infectious and parasitic diseases classified elsewhere,false,true,false,true,,,,unreviewed,
G02.8,Meningitis in other specified infectious and parasitic diseases classified elsewhere,category,detailed_code,G02,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G02,Meningitis in other infectious and parasitic diseases classified elsewhere,false,true,false,true,,,,unreviewed,
G03,Meningitis due to other and unspecified causes,category,three_character,G00-G09,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G03,Meningitis due to other and unspecified causes,true,false,true,false,,,,unreviewed,
G03.0,Nonpyogenic meningitis,category,detailed_code,G03,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G03,Meningitis due to other and unspecified causes,false,true,false,true,,,,unreviewed,
G03.1,Chronic meningitis,category,detailed_code,G03,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G03,Meningitis due to other and unspecified causes,false,true,false,true,,,,unreviewed,
G03.2,Benign recurrent meningitis [Mollaret],category,detailed_code,G03,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G03,Meningitis due to other and unspecified causes,false,true,false,true,,,,unreviewed,
G03.8,Meningitis due to other specified causes,category,detailed_code,G03,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G03,Meningitis due to other and unspecified causes,false,true,false,true,,,,unreviewed,
G03.9,"Meningitis, unspecified",category,detailed_code,G03,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G03,Meningitis due to other and unspecified causes,false,true,false,true,,,,unreviewed,
G04,"Encephalitis, myelitis and encephalomyelitis",category,three_character,G00-G09,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G04,"Encephalitis, myelitis and encephalomyelitis",true,false,true,false,,,,unreviewed,
G04.0,Acute disseminated encephalitis,category,detailed_code,G04,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G04,"Encephalitis, myelitis and encephalomyelitis",false,true,false,true,,,,unreviewed,
G04.1,Human T-cell lymphotropic virus associated myelopathy,category,detailed_code,G04,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G04,"Encephalitis, myelitis and encephalomyelitis",false,true,false,true,,,,unreviewed,
G04.2,"Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified",category,detailed_code,G04,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G04,"Encephalitis, myelitis and encephalomyelitis",false,true,false,true,,,,unreviewed,
G04.8,"Other encephalitis, myelitis and encephalomyelitis",category,detailed_code,G04,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G04,"Encephalitis, myelitis and encephalomyelitis",false,true,false,true,,,,unreviewed,
G04.9,"Encephalitis, myelitis and encephalomyelitis, unspecified",category,detailed_code,G04,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G04,"Encephalitis, myelitis and encephalomyelitis",false,true,false,true,,,,unreviewed,
G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere",category,three_character,G00-G09,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere",true,false,true,false,,,,unreviewed,
G05.0,"Encephalitis, myelitis and encephalomyelitis in bacterial diseases classified elsewhere",category,detailed_code,G05,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere",false,true,false,true,,,,unreviewed,
G05.1,"Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",category,detailed_code,G05,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere",false,true,false,true,,,,unreviewed,
G05.2,"Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere",category,detailed_code,G05,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere",false,true,false,true,,,,unreviewed,
G05.8,"Encephalitis, myelitis and encephalomyelitis in other diseases classified elsewhere",category,detailed_code,G05,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere",false,true,false,true,,,,unreviewed,
G06,Intracranial and intraspinal abscess and granuloma,category,three_character,G00-G09,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G06,Intracranial and intraspinal abscess and granuloma,true,false,true,false,,,,unreviewed,
G06.0,Intracranial abscess and granuloma,category,detailed_code,G06,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G06,Intracranial and intraspinal abscess and granuloma,false,true,false,true,,,,unreviewed,
G06.1,Intraspinal abscess and granuloma,category,detailed_code,G06,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G06,Intracranial and intraspinal abscess and granuloma,false,true,false,true,,,,unreviewed,
G06.2,"Extradural and subdural abscess, unspecified",category,detailed_code,G06,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G06,Intracranial and intraspinal abscess and granuloma,false,true,false,true,,,,unreviewed,
G07,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,category,three_character,G00-G09,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G07,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,false,true,true,false,,,,unreviewed,
G08,Intracranial and intraspinal phlebitis and thrombophlebitis,category,three_character,G00-G09,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G08,Intracranial and intraspinal phlebitis and thrombophlebitis,false,true,true,false,,,,unreviewed,
G09,Sequelae of inflammatory diseases of central nervous system,category,three_character,G00-G09,VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G09,Sequelae of inflammatory diseases of central nervous system,false,true,true,false,,,,unreviewed,
G10-G14,Systemic atrophies primarily affecting the central nervous system,block,block,VI,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,,,true,false,false,false,,,,unreviewed,
G10,Huntington disease,category,three_character,G10-G14,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G10,Huntington disease,false,true,true,false,,,,unreviewed,
G11,Hereditary ataxia,category,three_character,G10-G14,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G11,Hereditary ataxia,true,false,true,false,,,,unreviewed,
G11.0,Congenital nonprogressive ataxia,category,detailed_code,G11,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G11,Hereditary ataxia,false,true,false,true,,,,unreviewed,
G11.1,Early-onset cerebellar ataxia,category,detailed_code,G11,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G11,Hereditary ataxia,false,true,false,true,,,,unreviewed,
G11.2,Late-onset cerebellar ataxia,category,detailed_code,G11,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G11,Hereditary ataxia,false,true,false,true,,,,unreviewed,
G11.3,Cerebellar ataxia with defective DNA repair,category,detailed_code,G11,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G11,Hereditary ataxia,false,true,false,true,,,,unreviewed,
G11.4,Hereditary spastic paraplegia,category,detailed_code,G11,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G11,Hereditary ataxia,false,true,false,true,,,,unreviewed,
G11.8,Other hereditary ataxias,category,detailed_code,G11,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G11,Hereditary ataxia,false,true,false,true,,,,unreviewed,
G11.9,"Hereditary ataxia, unspecified",category,detailed_code,G11,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G11,Hereditary ataxia,false,true,false,true,,,,unreviewed,
G12,Spinal muscular atrophy and related syndromes,category,three_character,G10-G14,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G12,Spinal muscular atrophy and related syndromes,true,false,true,false,,,,unreviewed,
G12.0,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]",category,detailed_code,G12,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G12,Spinal muscular atrophy and related syndromes,false,true,false,true,,,,unreviewed,
G12.1,Other inherited spinal muscular atrophy,category,detailed_code,G12,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G12,Spinal muscular atrophy and related syndromes,false,true,false,true,,,,unreviewed,
G12.2,Motor neuron disease,category,detailed_code,G12,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G12,Spinal muscular atrophy and related syndromes,false,true,false,true,,,,unreviewed,
G12.8,Other spinal muscular atrophies and related syndromes,category,detailed_code,G12,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G12,Spinal muscular atrophy and related syndromes,false,true,false,true,,,,unreviewed,
G12.9,"Spinal muscular atrophy, unspecified",category,detailed_code,G12,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G12,Spinal muscular atrophy and related syndromes,false,true,false,true,,,,unreviewed,
G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere,category,three_character,G10-G14,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere,true,false,true,false,,,,unreviewed,
G13.0,Paraneoplastic neuromyopathy and neuropathy,category,detailed_code,G13,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere,false,true,false,true,,,,unreviewed,
G13.1,Other systemic atrophy primarily affecting central nervous system in neoplastic disease,category,detailed_code,G13,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere,false,true,false,true,,,,unreviewed,
G13.2,Systemic atrophy primarily affecting central nervous system in myxoedemaE00.1E03.-,category,detailed_code,G13,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere,false,true,false,true,,,,unreviewed,
G13.8,Systemic atrophy primarily affecting central nervous system in other diseases classified elsewhere,category,detailed_code,G13,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere,false,true,false,true,,,,unreviewed,
G14,Postpolio syndrome,category,three_character,G10-G14,VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G14,Postpolio syndrome,false,true,true,false,,,,unreviewed,
G20-G26,Extrapyramidal and movement disorders,block,block,VI,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,,,true,false,false,false,,,,unreviewed,
G20,Parkinson disease,category,three_character,G20-G26,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G20,Parkinson disease,false,true,true,false,,,,unreviewed,
G21,Secondary parkinsonism,category,three_character,G20-G26,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G21,Secondary parkinsonism,true,false,true,false,,,,unreviewed,
G21.0,Malignant neuroleptic syndrome,category,detailed_code,G21,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G21,Secondary parkinsonism,false,true,false,true,,,,unreviewed,
G21.1,Other drug-induced secondary parkinsonism,category,detailed_code,G21,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G21,Secondary parkinsonism,false,true,false,true,,,,unreviewed,
G21.2,Secondary parkinsonism due to other external agents,category,detailed_code,G21,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G21,Secondary parkinsonism,false,true,false,true,,,,unreviewed,
G21.3,Postencephalitic parkinsonism,category,detailed_code,G21,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G21,Secondary parkinsonism,false,true,false,true,,,,unreviewed,
G21.4,Vascular parkinsonism,category,detailed_code,G21,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G21,Secondary parkinsonism,false,true,false,true,,,,unreviewed,
G21.8,Other secondary parkinsonism,category,detailed_code,G21,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G21,Secondary parkinsonism,false,true,false,true,,,,unreviewed,
G21.9,"Secondary parkinsonism, unspecified",category,detailed_code,G21,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G21,Secondary parkinsonism,false,true,false,true,,,,unreviewed,
G22,Parkinsonism in diseases classified elsewhere,category,three_character,G20-G26,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G22,Parkinsonism in diseases classified elsewhere,false,true,true,false,,,,unreviewed,
G23,Other degenerative diseases of basal ganglia,category,three_character,G20-G26,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G23,Other degenerative diseases of basal ganglia,true,false,true,false,,,,unreviewed,
G23.0,Hallervorden-Spatz disease,category,detailed_code,G23,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G23,Other degenerative diseases of basal ganglia,false,true,false,true,,,,unreviewed,
G23.1,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],category,detailed_code,G23,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G23,Other degenerative diseases of basal ganglia,false,true,false,true,,,,unreviewed,
G23.2,"Multiple system atrophy, parkinsonian type [MSA-P]",category,detailed_code,G23,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G23,Other degenerative diseases of basal ganglia,false,true,false,true,,,,unreviewed,
G23.3,"Multiple system atrophy, cerebellar type [MSA-C]",category,detailed_code,G23,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G23,Other degenerative diseases of basal ganglia,false,true,false,true,,,,unreviewed,
G23.8,Other specified degenerative diseases of basal ganglia,category,detailed_code,G23,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G23,Other degenerative diseases of basal ganglia,false,true,false,true,,,,unreviewed,
G23.9,"Degenerative disease of basal ganglia, unspecified",category,detailed_code,G23,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G23,Other degenerative diseases of basal ganglia,false,true,false,true,,,,unreviewed,
G24,Dystonia,category,three_character,G20-G26,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G24,Dystonia,true,false,true,false,,,,unreviewed,
G24.0,Drug-induced dystonia,category,detailed_code,G24,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G24,Dystonia,false,true,false,true,,,,unreviewed,
G24.1,Idiopathic familial dystonia,category,detailed_code,G24,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G24,Dystonia,false,true,false,true,,,,unreviewed,
G24.2,Idiopathic nonfamilial dystonia,category,detailed_code,G24,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G24,Dystonia,false,true,false,true,,,,unreviewed,
G24.3,Spasmodic torticollis,category,detailed_code,G24,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G24,Dystonia,false,true,false,true,,,,unreviewed,
G24.4,Idiopathic orofacial dystonia,category,detailed_code,G24,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G24,Dystonia,false,true,false,true,,,,unreviewed,
G24.5,Blepharospasm,category,detailed_code,G24,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G24,Dystonia,false,true,false,true,,,,unreviewed,
G24.8,Other dystonia,category,detailed_code,G24,VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G24,Dystonia,false,true,false,true,,,,unreviewed,
