code,title,node_type,semantic_level,parent_code,chapter_code,chapter_title,block_code,block_title,three_character_code,three_character_title,has_children,is_leaf,is_three_character_code,is_detailed_code,is_coding_selectable,sex_selectable,age_group_selectable,policy_status,restriction_note
M05.5,Seropositive rheumatoid arthritis : Pelvic region and thigh,modifiedcategory,detailed_code,M05,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M05,Seropositive rheumatoid arthritis,false,true,false,true,,,,unreviewed,
M05.6,Seropositive rheumatoid arthritis : Lower leg,modifiedcategory,detailed_code,M05,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M05,Seropositive rheumatoid arthritis,false,true,false,true,,,,unreviewed,
M05.7,Seropositive rheumatoid arthritis : Ankle and foot,modifiedcategory,detailed_code,M05,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M05,Seropositive rheumatoid arthritis,false,true,false,true,,,,unreviewed,
M06,Other rheumatoid arthritis,category,three_character,M05-M14,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M06,Other rheumatoid arthritis,true,false,true,false,,,,unreviewed,
M06.0,Seronegative rheumatoid arthritis,category,detailed_code,M06,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M06,Other rheumatoid arthritis,false,true,false,true,,,,unreviewed,
M06.1,Adult-onset Still disease,category,detailed_code,M06,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M06,Other rheumatoid arthritis,false,true,false,true,,,,unreviewed,
M06.2,Rheumatoid bursitis,category,detailed_code,M06,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M06,Other rheumatoid arthritis,false,true,false,true,,,,unreviewed,
M06.3,Rheumatoid nodule,category,detailed_code,M06,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M06,Other rheumatoid arthritis,false,true,false,true,,,,unreviewed,
M06.4,Inflammatory polyarthropathy,category,detailed_code,M06,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M06,Other rheumatoid arthritis,false,true,false,true,,,,unreviewed,
M06.8,Other specified rheumatoid arthritis,category,detailed_code,M06,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M06,Other rheumatoid arthritis,false,true,false,true,,,,unreviewed,
M06.9,"Rheumatoid arthritis, unspecified",category,detailed_code,M06,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M06,Other rheumatoid arthritis,false,true,false,true,,,,unreviewed,
M06.5,Other rheumatoid arthritis : Pelvic region and thigh,modifiedcategory,detailed_code,M06,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M06,Other rheumatoid arthritis,false,true,false,true,,,,unreviewed,
M06.6,Other rheumatoid arthritis : Lower leg,modifiedcategory,detailed_code,M06,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M06,Other rheumatoid arthritis,false,true,false,true,,,,unreviewed,
M06.7,Other rheumatoid arthritis : Ankle and foot,modifiedcategory,detailed_code,M06,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M06,Other rheumatoid arthritis,false,true,false,true,,,,unreviewed,
M07,Psoriatic and enteropathic arthropathies,category,three_character,M05-M14,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M07,Psoriatic and enteropathic arthropathies,true,false,true,false,,,,unreviewed,
M07.0,Distal interphalangeal psoriatic arthropathyL40.5,category,detailed_code,M07,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M07,Psoriatic and enteropathic arthropathies,false,true,false,true,,,,unreviewed,
M07.1,Arthritis mutilansL40.5,category,detailed_code,M07,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M07,Psoriatic and enteropathic arthropathies,false,true,false,true,,,,unreviewed,
M07.2,Psoriatic spondylitisL40.5,category,detailed_code,M07,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M07,Psoriatic and enteropathic arthropathies,false,true,false,true,,,,unreviewed,
M07.3,Other psoriatic arthropathiesL40.5,category,detailed_code,M07,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M07,Psoriatic and enteropathic arthropathies,false,true,false,true,,,,unreviewed,
M07.4,Arthropathy in Crohn disease [regional enteritis]K50.-,category,detailed_code,M07,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M07,Psoriatic and enteropathic arthropathies,false,true,false,true,,,,unreviewed,
M07.5,Arthropathy in ulcerative colitisK51.-,category,detailed_code,M07,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M07,Psoriatic and enteropathic arthropathies,false,true,false,true,,,,unreviewed,
M07.6,Other enteropathic arthropathies,category,detailed_code,M07,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M07,Psoriatic and enteropathic arthropathies,false,true,false,true,,,,unreviewed,
M07.7,Psoriatic and enteropathic arthropathies : Ankle and foot,modifiedcategory,detailed_code,M07,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M07,Psoriatic and enteropathic arthropathies,false,true,false,true,,,,unreviewed,
M07.8,Psoriatic and enteropathic arthropathies : Other,modifiedcategory,detailed_code,M07,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M07,Psoriatic and enteropathic arthropathies,false,true,false,true,,,,unreviewed,
M07.9,Psoriatic and enteropathic arthropathies : Site unspecified,modifiedcategory,detailed_code,M07,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M07,Psoriatic and enteropathic arthropathies,false,true,false,true,,,,unreviewed,
M08,Juvenile arthritis,category,three_character,M05-M14,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M08,Juvenile arthritis,true,false,true,false,,,,unreviewed,
M08.0,Juvenile rheumatoid arthritis,category,detailed_code,M08,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M08,Juvenile arthritis,false,true,false,true,,,,unreviewed,
M08.1,Juvenile ankylosing spondylitis,category,detailed_code,M08,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M08,Juvenile arthritis,false,true,false,true,,,,unreviewed,
M08.2,Juvenile arthritis with systemic onset,category,detailed_code,M08,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M08,Juvenile arthritis,false,true,false,true,,,,unreviewed,
M08.3,Juvenile polyarthritis (seronegative),category,detailed_code,M08,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M08,Juvenile arthritis,false,true,false,true,,,,unreviewed,
M08.4,Pauciarticular juvenile arthritis,category,detailed_code,M08,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M08,Juvenile arthritis,false,true,false,true,,,,unreviewed,
M08.8,Other juvenile arthritis,category,detailed_code,M08,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M08,Juvenile arthritis,false,true,false,true,,,,unreviewed,
M08.9,"Juvenile arthritis, unspecified",category,detailed_code,M08,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M08,Juvenile arthritis,false,true,false,true,,,,unreviewed,
M08.5,Juvenile arthritis : Pelvic region and thigh,modifiedcategory,detailed_code,M08,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M08,Juvenile arthritis,false,true,false,true,,,,unreviewed,
M08.6,Juvenile arthritis : Lower leg,modifiedcategory,detailed_code,M08,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M08,Juvenile arthritis,false,true,false,true,,,,unreviewed,
M08.7,Juvenile arthritis : Ankle and foot,modifiedcategory,detailed_code,M08,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M08,Juvenile arthritis,false,true,false,true,,,,unreviewed,
M09,Juvenile arthritis in diseases classified elsewhere,category,three_character,M05-M14,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M09,Juvenile arthritis in diseases classified elsewhere,true,false,true,false,,,,unreviewed,
M09.0,Juvenile arthritis in psoriasisL40.5,category,detailed_code,M09,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M09,Juvenile arthritis in diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M09.1,Juvenile arthritis in Crohn disease [regional enteritis]K50.-,category,detailed_code,M09,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M09,Juvenile arthritis in diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M09.2,Juvenile arthritis in ulcerative colitisK51.-,category,detailed_code,M09,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M09,Juvenile arthritis in diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M09.8,Juvenile arthritis in other diseases classified elsewhere,category,detailed_code,M09,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M09,Juvenile arthritis in diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M09.3,Juvenile arthritis in diseases classified elsewhere : Forearm,modifiedcategory,detailed_code,M09,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M09,Juvenile arthritis in diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M09.4,Juvenile arthritis in diseases classified elsewhere : Hand,modifiedcategory,detailed_code,M09,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M09,Juvenile arthritis in diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M09.5,Juvenile arthritis in diseases classified elsewhere : Pelvic region and thigh,modifiedcategory,detailed_code,M09,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M09,Juvenile arthritis in diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M09.6,Juvenile arthritis in diseases classified elsewhere : Lower leg,modifiedcategory,detailed_code,M09,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M09,Juvenile arthritis in diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M09.7,Juvenile arthritis in diseases classified elsewhere : Ankle and foot,modifiedcategory,detailed_code,M09,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M09,Juvenile arthritis in diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M09.9,Juvenile arthritis in diseases classified elsewhere : Site unspecified,modifiedcategory,detailed_code,M09,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M09,Juvenile arthritis in diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M10,Gout,category,three_character,M05-M14,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M10,Gout,true,false,true,false,,,,unreviewed,
M10.0,Idiopathic gout,category,detailed_code,M10,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M10,Gout,false,true,false,true,,,,unreviewed,
M10.1,Lead-induced gout,category,detailed_code,M10,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M10,Gout,false,true,false,true,,,,unreviewed,
M10.2,Drug-induced gout,category,detailed_code,M10,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M10,Gout,false,true,false,true,,,,unreviewed,
M10.3,Gout due to impairment of renal function,category,detailed_code,M10,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M10,Gout,false,true,false,true,,,,unreviewed,
M10.4,Other secondary gout,category,detailed_code,M10,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M10,Gout,false,true,false,true,,,,unreviewed,
M10.9,"Gout, unspecified",category,detailed_code,M10,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M10,Gout,false,true,false,true,,,,unreviewed,
M10.5,Gout : Pelvic region and thigh,modifiedcategory,detailed_code,M10,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M10,Gout,false,true,false,true,,,,unreviewed,
M10.6,Gout : Lower leg,modifiedcategory,detailed_code,M10,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M10,Gout,false,true,false,true,,,,unreviewed,
M10.7,Gout : Ankle and foot,modifiedcategory,detailed_code,M10,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M10,Gout,false,true,false,true,,,,unreviewed,
M10.8,Gout : Other,modifiedcategory,detailed_code,M10,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M10,Gout,false,true,false,true,,,,unreviewed,
M11,Other crystal arthropathies,category,three_character,M05-M14,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M11,Other crystal arthropathies,true,false,true,false,,,,unreviewed,
M11.0,Hydroxyapatite deposition disease,category,detailed_code,M11,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M11,Other crystal arthropathies,false,true,false,true,,,,unreviewed,
M11.1,Familial chondrocalcinosis,category,detailed_code,M11,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M11,Other crystal arthropathies,false,true,false,true,,,,unreviewed,
M11.2,Other chondrocalcinosis,category,detailed_code,M11,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M11,Other crystal arthropathies,false,true,false,true,,,,unreviewed,
M11.8,Other specified crystal arthropathies,category,detailed_code,M11,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M11,Other crystal arthropathies,false,true,false,true,,,,unreviewed,
M11.9,"Crystal arthropathy, unspecified",category,detailed_code,M11,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M11,Other crystal arthropathies,false,true,false,true,,,,unreviewed,
M11.3,Other crystal arthropathies : Forearm,modifiedcategory,detailed_code,M11,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M11,Other crystal arthropathies,false,true,false,true,,,,unreviewed,
M11.4,Other crystal arthropathies : Hand,modifiedcategory,detailed_code,M11,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M11,Other crystal arthropathies,false,true,false,true,,,,unreviewed,
M11.5,Other crystal arthropathies : Pelvic region and thigh,modifiedcategory,detailed_code,M11,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M11,Other crystal arthropathies,false,true,false,true,,,,unreviewed,
M11.6,Other crystal arthropathies : Lower leg,modifiedcategory,detailed_code,M11,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M11,Other crystal arthropathies,false,true,false,true,,,,unreviewed,
M11.7,Other crystal arthropathies : Ankle and foot,modifiedcategory,detailed_code,M11,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M11,Other crystal arthropathies,false,true,false,true,,,,unreviewed,
M12,Other specific arthropathies,category,three_character,M05-M14,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M12,Other specific arthropathies,true,false,true,false,,,,unreviewed,
M12.0,Chronic postrheumatic arthropathy [Jaccoud],category,detailed_code,M12,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M12,Other specific arthropathies,false,true,false,true,,,,unreviewed,
M12.1,Kaschin-Beck disease,category,detailed_code,M12,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M12,Other specific arthropathies,false,true,false,true,,,,unreviewed,
M12.2,Villonodular synovitis (pigmented),category,detailed_code,M12,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M12,Other specific arthropathies,false,true,false,true,,,,unreviewed,
M12.3,Palindromic rheumatism,category,detailed_code,M12,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M12,Other specific arthropathies,false,true,false,true,,,,unreviewed,
M12.4,Intermittent hydrarthrosis,category,detailed_code,M12,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M12,Other specific arthropathies,false,true,false,true,,,,unreviewed,
M12.5,Traumatic arthropathy,category,detailed_code,M12,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M12,Other specific arthropathies,false,true,false,true,,,,unreviewed,
M12.8,"Other specific arthropathies, not elsewhere classified",category,detailed_code,M12,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M12,Other specific arthropathies,false,true,false,true,,,,unreviewed,
M12.6,Other specific arthropathies : Lower leg,modifiedcategory,detailed_code,M12,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M12,Other specific arthropathies,false,true,false,true,,,,unreviewed,
M12.7,Other specific arthropathies : Ankle and foot,modifiedcategory,detailed_code,M12,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M12,Other specific arthropathies,false,true,false,true,,,,unreviewed,
M12.9,Other specific arthropathies : Site unspecified,modifiedcategory,detailed_code,M12,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M12,Other specific arthropathies,false,true,false,true,,,,unreviewed,
M13,Other arthritis,category,three_character,M05-M14,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M13,Other arthritis,true,false,true,false,,,,unreviewed,
M13.0,"Polyarthritis, unspecified",category,detailed_code,M13,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M13,Other arthritis,false,true,false,true,,,,unreviewed,
M13.1,"Monoarthritis, not elsewhere classified",category,detailed_code,M13,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M13,Other arthritis,false,true,false,true,,,,unreviewed,
M13.8,Other specified arthritis,category,detailed_code,M13,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M13,Other arthritis,false,true,false,true,,,,unreviewed,
M13.9,"Arthritis, unspecified",category,detailed_code,M13,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M13,Other arthritis,false,true,false,true,,,,unreviewed,
M14,Arthropathies in other diseases classified elsewhere,category,three_character,M05-M14,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M14,Arthropathies in other diseases classified elsewhere,true,false,true,false,,,,unreviewed,
M14.0,Gouty arthropathy due to enzyme defects and other inherited disorders,category,detailed_code,M14,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M14,Arthropathies in other diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M14.1,Crystal arthropathy in other metabolic disorders,category,detailed_code,M14,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M14,Arthropathies in other diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M14.2,Diabetic arthropathyE10-E14 with common fourth character .6,category,detailed_code,M14,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M14,Arthropathies in other diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M14.3,Lipoid dermatoarthritisE78.8,category,detailed_code,M14,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M14,Arthropathies in other diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M14.4,Arthropathy in amyloidosisE85.-,category,detailed_code,M14,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M14,Arthropathies in other diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M14.5,"Arthropathies in other endocrine, nutritional and metabolic disorders",category,detailed_code,M14,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M14,Arthropathies in other diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M14.6,Neuropathic arthropathy,category,detailed_code,M14,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M14,Arthropathies in other diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M14.8,Arthropathies in other specified diseases classified elsewhere,category,detailed_code,M14,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M14,Arthropathies in other diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M14.7,Arthropathies in other diseases classified elsewhere : Ankle and foot,modifiedcategory,detailed_code,M14,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M14,Arthropathies in other diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M14.9,Arthropathies in other diseases classified elsewhere : Site unspecified,modifiedcategory,detailed_code,M14,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M14,Arthropathies in other diseases classified elsewhere,false,true,false,true,,,,unreviewed,
M15-M19,Arthrosis,block,block,M00-M25,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,,,true,false,false,false,,,,unreviewed,
M15,Polyarthrosis,category,three_character,M15-M19,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M15,Polyarthrosis,true,false,true,false,,,,unreviewed,
M15.0,Primary generalized (osteo)arthrosis,category,detailed_code,M15,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M15,Polyarthrosis,false,true,false,true,,,,unreviewed,
M15.1,Heberden nodes (with arthropathy),category,detailed_code,M15,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M15,Polyarthrosis,false,true,false,true,,,,unreviewed,
M15.2,Bouchard nodes (with arthropathy),category,detailed_code,M15,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M15,Polyarthrosis,false,true,false,true,,,,unreviewed,
M15.3,Secondary multiple arthrosis,category,detailed_code,M15,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M15,Polyarthrosis,false,true,false,true,,,,unreviewed,
M15.4,Erosive (osteo)arthrosis,category,detailed_code,M15,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M15,Polyarthrosis,false,true,false,true,,,,unreviewed,
M15.8,Other polyarthrosis,category,detailed_code,M15,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M15,Polyarthrosis,false,true,false,true,,,,unreviewed,
M15.9,"Polyarthrosis, unspecified",category,detailed_code,M15,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M15,Polyarthrosis,false,true,false,true,,,,unreviewed,
M16,Coxarthrosis [arthrosis of hip],category,three_character,M15-M19,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M16,Coxarthrosis [arthrosis of hip],true,false,true,false,,,,unreviewed,
M16.0,"Primary coxarthrosis, bilateral",category,detailed_code,M16,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M16,Coxarthrosis [arthrosis of hip],false,true,false,true,,,,unreviewed,
M16.1,Other primary coxarthrosis,category,detailed_code,M16,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M16,Coxarthrosis [arthrosis of hip],false,true,false,true,,,,unreviewed,
M16.2,"Coxarthrosis resulting from dysplasia, bilateral",category,detailed_code,M16,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M16,Coxarthrosis [arthrosis of hip],false,true,false,true,,,,unreviewed,
M16.3,Other dysplastic coxarthrosis,category,detailed_code,M16,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M16,Coxarthrosis [arthrosis of hip],false,true,false,true,,,,unreviewed,
M16.4,"Post-traumatic coxarthrosis, bilateral",category,detailed_code,M16,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M16,Coxarthrosis [arthrosis of hip],false,true,false,true,,,,unreviewed,
M16.5,Other post-traumatic coxarthrosis,category,detailed_code,M16,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M16,Coxarthrosis [arthrosis of hip],false,true,false,true,,,,unreviewed,
M16.6,"Other secondary coxarthrosis, bilateral",category,detailed_code,M16,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M16,Coxarthrosis [arthrosis of hip],false,true,false,true,,,,unreviewed,
M16.7,Other secondary coxarthrosis,category,detailed_code,M16,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M16,Coxarthrosis [arthrosis of hip],false,true,false,true,,,,unreviewed,
M16.9,"Coxarthrosis, unspecified",category,detailed_code,M16,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M16,Coxarthrosis [arthrosis of hip],false,true,false,true,,,,unreviewed,
M17,Gonarthrosis [arthrosis of knee],category,three_character,M15-M19,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M17,Gonarthrosis [arthrosis of knee],true,false,true,false,,,,unreviewed,
M17.0,"Primary gonarthrosis, bilateral",category,detailed_code,M17,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M17,Gonarthrosis [arthrosis of knee],false,true,false,true,,,,unreviewed,
M17.1,Other primary gonarthrosis,category,detailed_code,M17,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M17,Gonarthrosis [arthrosis of knee],false,true,false,true,,,,unreviewed,
M17.2,"Post-traumatic gonarthrosis, bilateral",category,detailed_code,M17,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M17,Gonarthrosis [arthrosis of knee],false,true,false,true,,,,unreviewed,
M17.3,Other post-traumatic gonarthrosis,category,detailed_code,M17,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M17,Gonarthrosis [arthrosis of knee],false,true,false,true,,,,unreviewed,
M17.4,"Other secondary gonarthrosis, bilateral",category,detailed_code,M17,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M17,Gonarthrosis [arthrosis of knee],false,true,false,true,,,,unreviewed,
M17.5,Other secondary gonarthrosis,category,detailed_code,M17,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M17,Gonarthrosis [arthrosis of knee],false,true,false,true,,,,unreviewed,
M17.9,"Gonarthrosis, unspecified",category,detailed_code,M17,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M17,Gonarthrosis [arthrosis of knee],false,true,false,true,,,,unreviewed,
M18,Arthrosis of first carpometacarpal joint,category,three_character,M15-M19,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M18,Arthrosis of first carpometacarpal joint,true,false,true,false,,,,unreviewed,
M18.0,"Primary arthrosis of first carpometacarpal joints, bilateral",category,detailed_code,M18,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M18,Arthrosis of first carpometacarpal joint,false,true,false,true,,,,unreviewed,
M18.1,Other primary arthrosis of first carpometacarpal joint,category,detailed_code,M18,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M18,Arthrosis of first carpometacarpal joint,false,true,false,true,,,,unreviewed,
M18.2,"Post-traumatic arthrosis of first carpometacarpal joints, bilateral",category,detailed_code,M18,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M18,Arthrosis of first carpometacarpal joint,false,true,false,true,,,,unreviewed,
M18.3,Other post-traumatic arthrosis of first carpometacarpal joint,category,detailed_code,M18,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M18,Arthrosis of first carpometacarpal joint,false,true,false,true,,,,unreviewed,
M18.4,"Other secondary arthrosis of first carpometacarpal joints, bilateral",category,detailed_code,M18,XIII,Diseases of the musculoskeletal system and connective tissue,M00-M25,Arthropathies,M18,Arthrosis of first carpometacarpal joint,false,true,false,true,,,,unreviewed,
