code,title,chapter_no,selectable,sex,age,rule,restriction_rule,residual,leaf,flags
1C11.1,Trench fever,01,yes,both,all,annex,icd10 A79.0,no,yes,
1C11.Y,Other forms of bartonellosis,01,yes,both,all,annex,default,yes,yes,
1C11.Z,"Bartonellosis, unspecified",01,yes,both,all,annex,icd10 A44 A44.8 A44.9,yes,yes,past_written_end:1C10-1C11.Y
1C12,Whooping cough,01,yes,both,all,annex,default,no,no,
1C12.0,Whooping cough due to Bordetella pertussis,01,yes,both,all,annex,icd10 A37.0,no,yes,
1C12.1,Whooping cough due to Bordetella parapertussis,01,yes,both,all,annex,icd10 A37.1,no,yes,
1C12.Y,Other specified whooping cough,01,yes,both,all,annex,default,yes,yes,
1C12.Z,"Whooping cough, unspecified",01,yes,both,all,annex,icd10 A37 A37.8 A37.9,yes,yes,
1C13,Tetanus,01,yes,both,all,annex,icd10 A35,no,yes,
1C14,Obstetrical tetanus,01,yes,both,all,annex,icd10 A34,no,yes,
1C15,Tetanus neonatorum,01,yes,both,neonate,annex,icd10 A33,no,yes,
1C16,Gas gangrene,01,yes,both,all,annex,icd10 A48.0,no,yes,
1C17,Diphtheria,01,yes,both,all,annex,default,no,no,
1C17.0,Pharyngeal or tonsillar diphtheria,01,yes,both,all,annex,default,no,no,
1C17.00,Postdiphtheritic paralysis of uvula,01,yes,both,all,annex,default,no,yes,
1C17.0Y,Other specified pharyngeal or tonsillar diphtheria,01,yes,both,all,annex,default,yes,yes,
1C17.0Z,"Pharyngeal or tonsillar diphtheria, unspecified",01,yes,both,all,annex,icd10 A36.0,yes,yes,
1C17.1,Nasal diphtheria,01,yes,both,all,annex,icd10 A36.1,no,yes,
1C17.2,Laryngeal diphtheria,01,yes,both,all,annex,icd10 A36.2,no,yes,
1C17.3,Cutaneous diphtheria,01,yes,both,all,annex,icd10 A36.3,no,yes,
1C17.Y,Other specified diphtheria,01,yes,both,all,annex,icd10 A36.8,yes,yes,
1C17.Z,"Diphtheria, unspecified",01,yes,both,all,annex,icd10 A36 A36.9,yes,yes,
1C18,Brazilian purpuric fever,01,yes,both,all,annex,icd10 A48.4,no,yes,
1C19,Legionellosis,01,yes,both,all,annex,default,no,no,
1C19.0,Nonpneumonic Legionnaires' disease,01,yes,both,all,annex,icd10 A48.2,no,yes,
1C19.1,Legionnaires disease,01,yes,both,all,annex,default,no,yes,
1C19.Z,"Legionellosis, unspecified",01,yes,both,all,annex,icd10 A48.1,yes,yes,
1C1A,Listeriosis,01,yes,both,all,annex,default,no,no,
1C1A.0,Cutaneous listeriosis,01,yes,both,all,annex,icd10 A32.0,no,yes,
1C1A.1,Listerial meningitis or meningoencephalitis,01,yes,both,all,annex,icd10 A32.1,no,yes,
1C1A.Y,Other specified listeriosis,01,yes,both,all,annex,default,yes,yes,
1C1A.Z,"Listeriosis, unspecified",01,yes,both,all,annex,icd10 A32 A32.7 A32.8 A32.9,yes,yes,
1C1B,Nocardiosis,01,yes,both,all,annex,default,no,no,
1C1B.0,Pulmonary nocardiosis,01,yes,both,all,annex,icd10 A43.0,no,yes,
1C1B.1,Cutaneous nocardiosis,01,yes,both,all,annex,icd10 A43.1,no,yes,
1C1B.Y,Other specified forms of nocardiosis,01,yes,both,all,annex,default,yes,yes,
1C1B.Z,"Nocardiosis, unspecified",01,yes,both,all,annex,icd10 A43 A43.8 A43.9,yes,yes,
1C1C,Meningococcal disease,01,yes,both,all,annex,default,no,no,
1C1C.0,Meningococcal meningitis,01,yes,both,all,annex,icd10 A39.0,no,yes,
1C1C.1,Waterhouse-Friderichsen syndrome,01,yes,both,all,annex,icd10 A39.1,no,yes,
1C1C.2,Meningococcaemia,01,yes,both,all,annex,default,no,no,
1C1C.20,Acute meningococcaemia,01,yes,both,all,annex,icd10 A39.2,no,yes,
1C1C.2Y,Other specified meningococcaemia,01,yes,both,all,annex,icd10 A39.3,yes,yes,
1C1C.2Z,"Meningococcaemia, unspecified",01,yes,both,all,annex,icd10 A39.4,yes,yes,
1C1C.Y,Other specified meningococcal disease,01,yes,both,all,annex,icd10 A39.5,yes,yes,
1C1C.Z,"Meningococcal disease, unspecified",01,yes,both,all,annex,icd10 A39 A39.8 A39.9,yes,yes,
1C1D,Yaws,01,yes,both,all,annex,default,no,no,
1C1D.0,Primary yaws,01,yes,both,all,annex,icd10 A66.0,no,yes,
1C1D.1,Secondary yaws,01,yes,both,all,annex,icd10 A66.1 A66.2 A66.3,no,yes,
1C1D.2,Tertiary yaws,01,yes,both,all,annex,icd10 A66.4 A66.5,no,yes,
1C1D.3,Latent yaws,01,yes,both,all,annex,icd10 A66.8,no,yes,
1C1D.Z,"Yaws, unspecified",01,yes,both,all,annex,icd10 A66 A66.6 A66.7 A66.9,yes,yes,
1C1E,Pinta,01,yes,both,all,annex,default,no,no,
1C1E.0,Primary lesions of pinta,01,yes,both,all,annex,icd10 A67.0,no,yes,
1C1E.1,Intermediate lesions of pinta,01,yes,both,all,annex,icd10 A67.1,no,yes,
1C1E.2,Late lesions of pinta,01,yes,both,all,annex,icd10 A67.2,no,yes,
1C1E.3,Mixed lesions of pinta,01,yes,both,all,annex,icd10 A67.3,no,yes,
1C1E.Z,"Pinta, unspecified",01,yes,both,all,annex,icd10 A67 A67.9,yes,yes,
1C1F,Endemic non-venereal syphilis,01,yes,both,all,annex,icd10 A65,no,yes,
1C1G,Lyme borreliosis,01,yes,both,all,annex,default,no,no,
1C1G.0,Early cutaneous Lyme borreliosis,01,yes,both,all,annex,default,no,yes,
1C1G.1,Disseminated Lyme borreliosis,01,yes,both,all,annex,default,no,no,
1C1G.10,Lyme neuroborreliosis,01,yes,both,all,annex,default,no,yes,
1C1G.11,Lyme carditis,01,yes,both,all,annex,default,no,yes,
1C1G.12,Ophthalmic Lyme borreliosis,01,yes,both,all,annex,default,no,yes,
1C1G.13,Lyme arthritis,01,yes,both,all,annex,icd10 M01.2,no,yes,
1C1G.14,Late cutaneous Lyme borreliosis,01,yes,both,all,annex,icd10 L90.4,no,yes,
1C1G.1Y,Other specified disseminated Lyme borreliosis,01,yes,both,all,annex,default,yes,yes,
1C1G.1Z,"Disseminated Lyme borreliosis, unspecified",01,yes,both,all,annex,default,yes,yes,
1C1G.Y,Other specified Lyme borreliosis,01,yes,both,all,annex,default,yes,yes,
1C1G.Z,"Lyme borreliosis, unspecified",01,yes,both,all,annex,icd10 A69.2,yes,yes,
1C1H,Necrotising ulcerative gingivitis,01,yes,both,all,annex,default,no,no,
1C1H.0,Other Vincent infections,01,yes,both,all,annex,default,no,yes,
1C1H.Y,Other specified necrotising ulcerative gingivitis,01,yes,both,all,annex,default,yes,yes,
1C1H.Z,"Necrotising ulcerative gingivitis, unspecified",01,yes,both,all,annex,icd10 A69.0,yes,yes,
1C1J,Relapsing fever,01,yes,both,all,annex,default,no,no,
1C1J.0,Tick-borne relapsing fever,01,yes,both,all,annex,icd10 A68.1,no,yes,
1C1J.1,Louse-borne relapsing fever,01,yes,both,all,annex,icd10 A68.0,no,yes,
1C1J.Z,"Relapsing fever, unspecified",01,yes,both,all,annex,icd10 A68 A68.9,yes,yes,
1C20,Chlamydial conjunctivitis,01,yes,both,all,annex,default,no,yes,
1C21,Chlamydial peritonitis,01,yes,both,all,annex,icd10 K67.0,no,yes,
1C22,Infections due to Chlamydia psittaci,01,yes,both,all,annex,icd10 A70,no,yes,
1C23,Trachoma,01,yes,both,all,annex,default,no,no,
1C23.0,Initial stage of trachoma,01,yes,both,all,annex,default,no,yes,
1C23.1,Active stage of trachoma,01,yes,both,all,annex,default,no,yes,
1C23.Y,Other specified trachoma,01,yes,both,all,annex,default,yes,yes,
1C23.Z,"Trachoma, unspecified",01,yes,both,all,annex,icd10 B94.0,yes,yes,
1C2Y,Other specified diseases due to chlamydiae,01,yes,both,all,annex,default,yes,yes,
1C2Z,"Diseases due to chlamydiae, unspecified",01,yes,both,all,annex,default,yes,yes,
1C30,Typhus fever,01,yes,both,all,annex,default,no,no,
1C30.0,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,01,yes,both,all,annex,icd10 A75.0,no,yes,
1C30.1,Recrudescent typhus,01,yes,both,all,annex,icd10 A75.1,no,yes,
1C30.2,Typhus fever due to Rickettsia typhi,01,yes,both,all,annex,icd10 A75.2,no,yes,
1C30.3,Typhus fever due to Orientia tsutsugamushi,01,yes,both,all,annex,icd10 A75.3,no,yes,
1C30.Y,Other specified typhus fever,01,yes,both,all,annex,default,yes,yes,
1C30.Z,"Typhus fever, unspecified",01,yes,both,all,annex,icd10 A75 A75.9,yes,yes,
1C31,Spotted fever,01,yes,both,all,annex,default,no,no,
1C31.0,Spotted fever due to Rickettsia rickettsii,01,yes,both,all,annex,icd10 A77.0,no,yes,
1C31.1,Spotted fever due to Rickettsia conorii,01,yes,both,all,annex,icd10 A77.1,no,yes,
1C31.2,Spotted fever due to Rickettsia sibirica,01,yes,both,all,annex,icd10 A77.2,no,yes,
1C31.3,Spotted fever due to Rickettsia australis,01,yes,both,all,annex,icd10 A77.3,no,yes,
1C31.Y,Other specified spotted fever,01,yes,both,all,annex,default,yes,yes,
1C31.Z,"Spotted fever, unspecified",01,yes,both,all,annex,icd10 A77 A77.8 A77.9,yes,yes,
1C32,Rickettsialpox,01,yes,both,all,annex,icd10 A79.1,no,yes,
1C33,Q fever,01,yes,both,all,annex,icd10 A78,no,yes,
1C3Y,Other specified rickettsioses,01,yes,both,all,annex,default,yes,yes,
1C3Z,"Rickettsioses, unspecified",01,yes,both,all,annex,icd10 A79 A79.8 A79.9,yes,yes,
1C40,Campylobacteriosis,01,yes,both,all,annex,default,no,yes,
1C41,Bacterial infection of unspecified site,01,yes,both,all,annex,icd10 A02.9 A03.8 A40.2 A41.1 A41.2 A41.4 A41.5 A49 A49.0 A49.1 A49.2 A49.3 A49.8 A49.9,no,yes,
1C42,Melioidosis,01,yes,both,all,annex,icd10 A24.1 A24.2 A24.3 A24.4,no,yes,
1C43,Actinomycetoma,01,yes,both,all,annex,icd10 B47.1,no,yes,
1C44,Non-pyogenic bacterial infections of the skin,01,yes,both,all,annex,icd10 L08.1,no,yes,
1C45,Toxic shock syndrome,01,yes,both,all,annex,default,no,no,
1C45.0,Streptococcal toxic shock syndrome,01,yes,both,all,annex,default,no,yes,
1C45.1,Staphylococcal toxic shock syndrome,01,yes,both,all,annex,default,no,yes,
1C45.Y,Toxic shock syndrome due to other specified infectious agent,01,yes,both,all,annex,default,yes,yes,
1C45.Z,Toxic shock syndrome without specified infectious agent,01,yes,both,all,annex,icd10 A48.3,yes,yes,
1C4Y,Other specified bacterial diseases,01,yes,both,all,annex,default,yes,yes,
1C4Z,Unspecified bacterial disease,01,yes,both,all,annex,icd10 A48 A48.8 A69 A69.1 A69.8 A69.9 G05.0,yes,yes,
1C60,Human immunodeficiency virus disease associated with tuberculosis,01,yes,both,all,annex,default,no,no,
1C60.0,HIV disease clinical stage 1 associated with tuberculosis,01,yes,both,all,annex,default,no,yes,
1C60.1,HIV disease clinical stage 2 associated with tuberculosis,01,yes,both,all,annex,default,no,yes,
1C60.2,HIV disease clinical stage 3 associated with tuberculosis,01,yes,both,all,annex,default,no,yes,
1C60.3,HIV disease clinical stage 4 associated with tuberculosis,01,yes,both,all,annex,default,no,no,
1C60.30,Kaposi sarcoma associated with human immunodeficiency virus disease associated with tuberculosis,01,yes,both,all,annex,default,no,yes,
1C60.3Y,Other specified HIV disease clinical stage 4 associated with tuberculosis,01,yes,both,all,annex,default,yes,yes,
1C60.3Z,"HIV disease clinical stage 4 associated with tuberculosis, unspecified",01,yes,both,all,annex,default,yes,yes,
1C60.Z,"Human immunodeficiency virus disease associated with tuberculosis, clinical stage unspecified",01,yes,both,all,annex,default,yes,yes,
1C61,Human immunodeficiency virus disease associated with malaria,01,yes,both,all,annex,default,no,no,
1C61.0,HIV disease clinical stage 1 associated with malaria,01,yes,both,all,annex,default,no,yes,
1C61.1,HIV disease clinical stage 2 associated with malaria,01,yes,both,all,annex,default,no,yes,
1C61.2,HIV disease clinical stage 3 associated with malaria,01,yes,both,all,annex,default,no,yes,
1C61.3,HIV disease clinical stage 4 associated with malaria,01,yes,both,all,annex,default,no,no,
1C61.30,Kaposi sarcoma associated with human immunodeficiency virus disease associated with malaria,01,yes,both,all,annex,default,no,yes,
1C61.3Y,Other specified HIV disease clinical stage 4 associated with malaria,01,yes,both,all,annex,default,yes,yes,
1C61.3Z,"HIV disease clinical stage 4 associated with malaria, unspecified",01,yes,both,all,annex,default,yes,yes,
1C61.Z,"Human immunodeficiency virus disease associated with malaria, clinical stage unspecified",01,yes,both,all,annex,default,yes,yes,
1C62,Human immunodeficiency virus disease without mention of tuberculosis or malaria,01,yes,both,all,annex,icd10 B23.8,no,no,
1C62.0,HIV disease clinical stage 1 without mention of tuberculosis or malaria,01,yes,both,all,annex,icd10 B23.0 B23.1,no,yes,
1C62.1,HIV disease clinical stage 2 without mention of tuberculosis or malaria,01,yes,both,all,annex,icd10 B20.4 B20.5 B20.6 B24,no,yes,
1C62.2,HIV disease clinical stage 3 without mention of tuberculosis or malaria,01,yes,both,all,annex,icd10 B22.1 B23.2,no,yes,
1C62.3,HIV disease clinical stage 4 without mention of tuberculosis or malaria,01,yes,both,all,annex,inherited from 1C62,no,no,
1C62.30,Kaposi sarcoma associated with human immunodeficiency virus disease without mention of tuberculosis or malaria,01,yes,both,all,annex,inherited from 1C62.3,no,yes,
1C62.3Y,Other specified HIV disease clinical stage 4 without mention of tuberculosis or malaria,01,yes,both,all,annex,icd10 B21.1 B21.2 B21.3 B21.7 B22.0 B22.2,yes,yes,
1C62.3Z,"HIV disease clinical stage 4 without mention of tuberculosis or malaria, unspecified",01,yes,both,all,annex,inherited from 1C62.3,yes,yes,
1C62.Z,"Human immunodeficiency virus disease without mention of tuberculosis or malaria, clinical stage unspecified",01,yes,both,all,annex,icd10 B20 B20.0 B20.1 B20.2 B20.3 B20.7 B20.8 B20.9 B21 B21.0 B21.8 B21.9 B22 B22.7 B23,yes,yes,
1C80,"Viral encephalitis, not elsewhere classified",01,yes,both,all,annex,icd10 A85 A85.0 A85.1 A85.2 A85.8 A86 B94.1,no,yes,
1C81,Acute poliomyelitis,01,yes,both,all,annex,icd10 A80 A80.0 A80.1 A80.2 A80.3 A80.4 A80.9,no,yes,
1C82,Rabies,01,yes,both,all,annex,icd10 A82 A82.0 A82.1 A82.9,no,yes,
1C83,Western equine encephalitis,01,yes,both,all,annex,icd10 A83.1,no,yes,
1C84,Eastern equine encephalitis,01,yes,both,all,annex,icd10 A83.2,no,yes,
1C85,Japanese encephalitis,01,yes,both,all,annex,icd10 A83.0,no,yes,
1C86,St Louis encephalitis,01,yes,both,all,annex,icd10 A83.3,no,yes,
1C87,Rocio viral encephalitis,01,yes,both,all,annex,icd10 A83.6,no,yes,
1C88,Murray Valley encephalitis,01,yes,both,all,annex,icd10 A83.4,no,yes,
1C8B,California encephalitis,01,yes,both,all,annex,default,no,yes,
1C8C,Venezuelan equine encephalitis,01,yes,both,all,annex,icd10 A92.2,no,yes,
1C8D,La Crosse encephalitis,01,yes,both,all,annex,default,no,yes,
1C8E,"Viral meningitis, not elsewhere classified",01,yes,both,all,annex,default,no,no,
1C8E.1,Enteroviral meningitis,01,yes,both,all,annex,icd10 A87.0,no,yes,
1C8E.2,Meningitis due to adenovirus,01,yes,both,all,annex,icd10 A87.1,no,yes,
1C8E.Y,"Other specified viral meningitis, not elsewhere classified",01,yes,both,all,annex,default,yes,yes,
1C8E.Z,"Viral meningitis, unspecified",01,yes,both,all,annex,icd10 A87 A87.8 A87.9 G02.0,yes,yes,
1C8F,Lymphocytic choriomeningitis,01,yes,both,all,annex,icd10 A87.2,no,yes,
1C8G,Tick-borne encephalitis,01,yes,both,all,decision_5a,default,no,no,
1C8G.0,Far Eastern tick-borne encephalitis,01,yes,both,all,decision_5a,icd10 A84.0,no,yes,
1C8G.1,Central European tick-borne encephalitis,01,yes,both,all,decision_5a,icd10 A84.1,no,yes,
1C8G.2,Siberian tick-borne encephalitis,01,yes,both,all,decision_5a,default,no,yes,
1C8G.Z,"Tick-borne encephalitis, unspecified",01,yes,both,all,decision_5a,icd10 A84.9,yes,yes,
1C8H,"Viral myelitis, not elsewhere classified",01,yes,both,all,decision_5a,default,no,yes,
1C8Y,Other specified viral infections of the central nervous system,01,yes,both,all,annex,icd10 A88.1,yes,yes,
1C8Z,"Viral infections of the central nervous system, unspecified",01,yes,both,all,annex,icd10 A81 A81.8 A81.9 A83 A83.5 A83.8 A83.9 A84 A84.8 A88 A88.8 A89 G05.1,yes,yes,
1D00,"Infectious encephalitis, not elsewhere classified",01,yes,both,all,annex,default,no,no,
1D00.0,Bacterial encephalitis,01,yes,both,all,annex,default,no,yes,
1D00.1,Fungal encephalitis,01,yes,both,all,annex,default,no,yes,
1D00.2,Parasitic or protozoal encephalitis,01,yes,both,all,annex,default,no,yes,
1D00.Y,"Other specified infectious encephalitis, not elsewhere classified",01,yes,both,all,annex,default,yes,yes,
1D00.Z,"Infectious encephalitis, unspecified",01,yes,both,all,annex,default,yes,yes,
1D01,"Infectious meningitis, not elsewhere classified",01,yes,both,all,annex,default,no,no,
1D01.0,Bacterial meningitis,01,yes,both,all,annex,default,no,no,
1D01.00,Meningitis due to Haemophilus influenzae,01,yes,both,all,annex,icd10 G00.0,no,yes,
1D01.0Y,Other specified bacterial meningitis,01,yes,both,all,annex,default,yes,yes,
1D01.0Z,"Bacterial meningitis, unspecified",01,yes,both,all,annex,icd10 G00 G00.8 G00.9 G01,yes,yes,
1D01.1,Fungal meningitis,01,yes,both,all,annex,icd10 G02.1,no,yes,
1D01.2,Parasitic or protozoal meningitis,01,yes,both,all,annex,default,no,yes,
1D01.3,Benign recurrent meningitis,01,yes,both,all,annex,icd10 G03.2,no,yes,
1D01.Y,"Other specified infectious meningitis, not elsewhere classified",01,yes,both,all,annex,default,yes,yes,
1D01.Z,"Infectious meningitis, unspecified",01,yes,both,all,annex,icd10 G02 G02.8,yes,yes,
1D02,"Infectious myelitis, not elsewhere classified",01,yes,both,all,annex,default,no,no,
1D02.0,Bacterial myelitis,01,yes,both,all,annex,default,no,yes,
1D02.2,Fungal myelitis,01,yes,both,all,annex,default,no,yes,
1D02.3,Parasitic myelitis,01,yes,both,all,annex,default,no,yes,
1D02.Y,"Other specified infectious myelitis, not elsewhere classified",01,yes,both,all,annex,default,yes,yes,
1D02.Z,"Infectious myelitis, unspecified",01,yes,both,all,annex,default,yes,yes,
1D03,Infectious abscess of the central nervous system,01,yes,both,all,annex,default,no,no,
1D03.0,Intraspinal intramedullary abscess,01,yes,both,all,annex,default,no,yes,
1D03.1,Intraspinal subdural abscess,01,yes,both,all,annex,default,no,yes,
1D03.2,Intraspinal extradural abscess,01,yes,both,all,annex,default,no,yes,
1D03.3,Intracranial abscess,01,yes,both,all,annex,default,no,no,
1D03.30,Deep cerebral hemispheric abscess,01,yes,both,all,annex,default,no,yes,
1D03.31,Abscess of the corpus callosum,01,yes,both,all,annex,default,no,yes,
1D03.32,Pituitary abscess,01,yes,both,all,annex,default,no,yes,
1D03.33,Multiple or widespread intracranial abscess,01,yes,both,all,annex,default,no,yes,
1D03.3Y,Other specified intracranial abscess,01,yes,both,all,annex,default,yes,yes,
1D03.3Z,"Intracranial abscess, unspecified",01,yes,both,all,annex,default,yes,yes,
1D03.4,Intraspinal epidural abscess,01,yes,both,all,annex,default,no,yes,
1D03.5,Spinal cord abscess,01,yes,both,all,annex,default,no,yes,
1D03.Y,Other specified site of infectious abscess of the central nervous system,01,yes,both,all,annex,default,yes,yes,
1D03.Z,"Infectious abscess of the central nervous system, site unspecified",01,yes,both,all,annex,default,yes,yes,
1D04,Infectious granulomas of the central nervous system,01,yes,both,all,annex,default,no,no,
1D04.0,Parasitic intracerebral granuloma,01,yes,both,all,annex,default,no,yes,
1D04.1,Intracranial granuloma,01,yes,both,all,annex,default,no,no,
1D04.10,Fungal intracranial granuloma,01,yes,both,all,annex,default,no,yes,
1D04.1Y,Other specified intracranial granuloma,01,yes,both,all,annex,default,yes,yes,
1D04.1Z,"Intracranial granuloma, unspecified",01,yes,both,all,annex,default,yes,yes,
1D04.2,Intraspinal intramedullary granuloma,01,yes,both,all,annex,default,no,yes,
1D04.3,Intraspinal subdural granuloma,01,yes,both,all,annex,default,no,yes,
1D04.4,Intraspinal extradural granuloma,01,yes,both,all,annex,default,no,yes,
1D04.5,Intraspinal epidural granuloma,01,yes,both,all,annex,default,no,yes,
1D04.Y,Other specified site of infectious granulomas of the central nervous system,01,yes,both,all,annex,default,yes,yes,
1D04.Z,"Infectious granulomas of the central nervous system, site unspecified",01,yes,both,all,annex,default,yes,yes,
1D05,Infectious cysts of the central nervous system,01,yes,both,all,annex,default,no,no,
1D05.0,Epidural infectious cyst,01,yes,both,all,annex,default,no,yes,
1D05.1,Subdural infectious cyst,01,yes,both,all,annex,default,no,yes,
1D05.Y,Other specified infectious cysts of the central nervous system,01,yes,both,all,annex,default,yes,yes,
1D05.Z,"Infectious cysts of the central nervous system, unspecified",01,yes,both,all,annex,default,yes,yes,
1D0Y,Other specified non-viral or unspecified infections of the central nervous system,01,yes,both,all,annex,default,yes,yes,
1D0Z,"Non-viral or unspecified infections of the central nervous system, unspecified",01,yes,both,all,annex,icd10 G06.0 G09,yes,yes,
1D20,Dengue without warning signs,01,yes,both,all,annex,icd10 A97.0,no,yes,
